,time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,rain_sum,wind_speed_10m_max,city,official_name
0,2009-01-01,17.3,13.4,15.1,0.0,0.0,11.2,Hanoi,Hanoi
1,2009-01-02,17.6,12.2,14.8,0.0,0.0,9.7,Hanoi,Hanoi
2,2009-01-03,18.3,10.8,14.4,0.0,0.0,8.1,Hanoi,Hanoi
3,2009-01-04,20.6,12.4,16.2,0.0,0.0,10.5,Hanoi,Hanoi
4,2009-01-05,22.6,14.1,17.6,0.1,0.1,11.1,Hanoi,Hanoi
5,2009-01-06,22.8,16.3,18.8,2.9,2.9,10.7,Hanoi,Hanoi
6,2009-01-07,17.2,13.7,15.1,0.0,0.0,12.7,Hanoi,Hanoi
7,2009-01-08,16.3,13.0,14.1,0.0,0.0,11.9,Hanoi,Hanoi
8,2009-01-09,18.3,10.5,14.5,0.0,0.0,16.6,Hanoi,Hanoi
9,2009-01-10,17.7,7.8,12.4,0.0,0.0,12.4,Hanoi,Hanoi
10,2009-01-11,18.9,5.9,12.7,0.0,0.0,9.8,Hanoi,Hanoi
11,2009-01-12,20.3,6.4,13.3,0.0,0.0,8.5,Hanoi,Hanoi
12,2009-01-13,18.7,7.7,13.1,0.0,0.0,10.8,Hanoi,Hanoi
13,2009-01-14,18.8,6.2,12.9,0.0,0.0,8.1,Hanoi,Hanoi
14,2009-01-15,19.4,6.6,13.1,0.0,0.0,8.7,Hanoi,Hanoi
15,2009-01-16,20.5,8.4,14.0,0.0,0.0,8.7,Hanoi,Hanoi
16,2009-01-17,22.1,10.4,15.6,0.0,0.0,13.0,Hanoi,Hanoi
17,2009-01-18,19.3,13.7,16.7,0.5,0.5,8.1,Hanoi,Hanoi
18,2009-01-19,23.7,16.7,19.2,1.4,1.4,15.3,Hanoi,Hanoi
19,2009-01-20,24.1,17.1,19.6,2.0,2.0,12.5,Hanoi,Hanoi
20,2009-01-21,19.4,16.2,17.7,1.7,1.7,19.6,Hanoi,Hanoi
21,2009-01-22,22.4,13.8,17.7,0.0,0.0,11.6,Hanoi,Hanoi
22,2009-01-23,17.9,12.2,16.2,4.2,4.2,15.5,Hanoi,Hanoi
23,2009-01-24,11.5,9.2,10.3,1.7,1.7,14.2,Hanoi,Hanoi
24,2009-01-25,13.6,9.4,11.3,0.0,0.0,7.0,Hanoi,Hanoi
25,2009-01-26,12.1,10.6,11.4,0.3,0.3,13.4,Hanoi,Hanoi
26,2009-01-27,15.8,10.3,12.8,0.0,0.0,7.3,Hanoi,Hanoi
27,2009-01-28,17.7,9.8,14.1,0.0,0.0,10.0,Hanoi,Hanoi
28,2009-01-29,17.2,12.1,14.9,0.0,0.0,10.1,Hanoi,Hanoi
29,2009-01-30,22.3,9.1,15.6,0.0,0.0,10.3,Hanoi,Hanoi
30,2009-01-31,22.9,10.7,16.4,0.0,0.0,15.0,Hanoi,Hanoi
31,2009-02-01,20.2,12.9,17.0,0.0,0.0,6.0,Hanoi,Hanoi
32,2009-02-02,22.3,17.1,19.2,0.5,0.5,8.4,Hanoi,Hanoi
33,2009-02-03,23.5,16.3,19.5,0.0,0.0,10.2,Hanoi,Hanoi
34,2009-02-04,24.1,17.8,20.3,1.6,1.6,11.7,Hanoi,Hanoi
35,2009-02-05,23.7,17.9,20.2,0.2,0.2,12.2,Hanoi,Hanoi
36,2009-02-06,25.3,16.3,20.1,0.0,0.0,11.0,Hanoi,Hanoi
37,2009-02-07,24.8,14.0,18.6,0.0,0.0,11.9,Hanoi,Hanoi
38,2009-02-08,24.2,16.5,19.6,0.0,0.0,9.4,Hanoi,Hanoi
39,2009-02-09,25.2,15.6,19.7,0.0,0.0,6.7,Hanoi,Hanoi
40,2009-02-10,27.2,15.1,20.7,0.0,0.0,9.8,Hanoi,Hanoi
41,2009-02-11,28.8,15.0,21.1,0.0,0.0,16.6,Hanoi,Hanoi
42,2009-02-12,30.9,17.8,23.3,0.0,0.0,14.1,Hanoi,Hanoi
43,2009-02-13,34.3,16.9,25.2,0.0,0.0,11.3,Hanoi,Hanoi
44,2009-02-14,31.9,16.3,23.7,0.0,0.0,13.7,Hanoi,Hanoi
45,2009-02-15,30.6,19.2,23.8,0.0,0.0,13.0,Hanoi,Hanoi
46,2009-02-16,29.9,21.2,24.4,0.6,0.6,18.9,Hanoi,Hanoi
47,2009-02-17,27.1,21.1,23.4,3.4,3.4,21.2,Hanoi,Hanoi
48,2009-02-18,27.8,20.8,23.0,1.2,1.2,20.1,Hanoi,Hanoi
49,2009-02-19,29.6,21.8,24.4,0.9,0.9,17.8,Hanoi,Hanoi
50,2009-02-20,22.8,17.5,20.2,3.5,3.5,21.4,Hanoi,Hanoi
51,2009-02-21,24.3,18.0,20.8,0.2,0.2,14.9,Hanoi,Hanoi
52,2009-02-22,31.3,21.4,25.1,0.0,0.0,12.0,Hanoi,Hanoi
53,2009-02-23,32.2,20.9,25.7,0.0,0.0,11.8,Hanoi,Hanoi
54,2009-02-24,32.9,21.8,26.4,0.0,0.0,17.0,Hanoi,Hanoi
55,2009-02-25,31.8,22.4,25.9,0.0,0.0,17.1,Hanoi,Hanoi
56,2009-02-26,29.1,23.3,25.2,0.4,0.4,19.9,Hanoi,Hanoi
57,2009-02-27,27.8,22.4,24.6,0.9,0.9,19.5,Hanoi,Hanoi
58,2009-02-28,25.0,18.2,22.0,5.4,5.4,13.4,Hanoi,Hanoi
59,2009-03-01,17.8,15.4,16.3,2.8,2.8,11.3,Hanoi,Hanoi
60,2009-03-02,16.8,14.8,15.7,4.2,4.2,10.2,Hanoi,Hanoi
61,2009-03-03,19.9,15.1,17.2,1.1,1.1,7.3,Hanoi,Hanoi
62,2009-03-04,22.5,16.9,19.5,2.5,2.5,8.4,Hanoi,Hanoi
63,2009-03-05,23.7,15.8,19.7,1.5,1.5,19.7,Hanoi,Hanoi
64,2009-03-06,18.5,15.6,16.6,0.3,0.3,13.0,Hanoi,Hanoi
65,2009-03-07,18.7,14.3,16.5,0.0,0.0,9.8,Hanoi,Hanoi
66,2009-03-08,19.9,15.1,17.5,0.0,0.0,6.5,Hanoi,Hanoi
67,2009-03-09,23.8,16.3,19.3,0.4,0.4,10.9,Hanoi,Hanoi
68,2009-03-10,24.7,15.1,20.1,0.0,0.0,13.0,Hanoi,Hanoi
69,2009-03-11,28.2,19.9,23.1,1.0,1.0,11.6,Hanoi,Hanoi
70,2009-03-12,28.9,22.2,24.6,0.5,0.5,15.0,Hanoi,Hanoi
71,2009-03-13,24.0,17.4,20.5,11.2,11.2,37.9,Hanoi,Hanoi
72,2009-03-14,21.5,12.8,17.0,0.0,0.0,13.2,Hanoi,Hanoi
73,2009-03-15,23.0,10.9,17.0,0.0,0.0,12.7,Hanoi,Hanoi
74,2009-03-16,24.3,13.6,19.2,0.0,0.0,13.9,Hanoi,Hanoi
75,2009-03-17,26.2,19.6,22.1,0.9,0.9,13.2,Hanoi,Hanoi
76,2009-03-18,29.0,21.5,24.4,0.0,0.0,11.8,Hanoi,Hanoi
77,2009-03-19,28.9,21.3,24.4,0.4,0.4,12.7,Hanoi,Hanoi
78,2009-03-20,28.2,23.0,25.0,3.6,3.6,16.5,Hanoi,Hanoi
79,2009-03-21,32.3,22.9,26.5,0.0,0.0,16.0,Hanoi,Hanoi
80,2009-03-22,33.1,22.0,27.1,0.0,0.0,11.2,Hanoi,Hanoi
81,2009-03-23,33.9,21.6,27.6,0.0,0.0,12.7,Hanoi,Hanoi
82,2009-03-24,25.8,23.5,24.6,0.3,0.3,13.6,Hanoi,Hanoi
83,2009-03-25,24.0,21.6,22.7,4.7,4.7,12.8,Hanoi,Hanoi
84,2009-03-26,25.9,20.6,22.8,0.5,0.5,13.5,Hanoi,Hanoi
85,2009-03-27,31.8,21.9,25.9,0.0,0.0,13.6,Hanoi,Hanoi
86,2009-03-28,32.4,21.5,26.4,0.4,0.4,9.4,Hanoi,Hanoi
87,2009-03-29,25.4,19.6,22.8,0.7,0.7,22.0,Hanoi,Hanoi
88,2009-03-30,22.9,18.0,21.2,2.0,2.0,12.5,Hanoi,Hanoi
89,2009-03-31,20.0,17.1,18.5,4.0,4.0,9.3,Hanoi,Hanoi
90,2009-04-01,18.3,16.4,17.2,19.4,19.4,9.1,Hanoi,Hanoi
91,2009-04-02,19.4,15.7,17.6,8.3,8.3,8.7,Hanoi,Hanoi
92,2009-04-03,23.5,18.0,20.8,1.1,1.1,12.9,Hanoi,Hanoi
93,2009-04-04,28.1,21.2,24.1,0.4,0.4,11.6,Hanoi,Hanoi
94,2009-04-05,22.7,19.8,21.3,7.5,7.5,17.1,Hanoi,Hanoi
95,2009-04-06,23.8,18.5,20.6,0.0,0.0,9.2,Hanoi,Hanoi
96,2009-04-07,25.2,16.7,21.0,0.0,0.0,11.8,Hanoi,Hanoi
97,2009-04-08,25.2,18.4,21.9,0.6,0.6,12.8,Hanoi,Hanoi
98,2009-04-09,28.1,21.1,24.0,0.3,0.3,17.9,Hanoi,Hanoi
99,2009-04-10,28.1,22.4,24.5,6.3,6.3,17.3,Hanoi,Hanoi
100,2009-04-11,29.2,22.8,25.0,2.4,2.4,18.8,Hanoi,Hanoi
101,2009-04-12,30.9,23.3,26.3,0.0,0.0,13.7,Hanoi,Hanoi
102,2009-04-13,31.1,22.9,25.9,2.8,2.8,10.5,Hanoi,Hanoi
103,2009-04-14,30.2,23.3,26.0,3.5,3.5,10.2,Hanoi,Hanoi
104,2009-04-15,29.3,23.1,26.0,0.0,0.0,12.1,Hanoi,Hanoi
105,2009-04-16,31.0,23.1,26.7,0.0,0.0,9.0,Hanoi,Hanoi
106,2009-04-17,30.3,23.5,26.6,0.0,0.0,17.6,Hanoi,Hanoi
107,2009-04-18,33.5,24.5,28.4,0.0,0.0,14.9,Hanoi,Hanoi
108,2009-04-19,35.2,24.5,29.7,0.4,0.4,13.2,Hanoi,Hanoi
109,2009-04-20,31.4,23.5,27.4,3.8,3.8,15.2,Hanoi,Hanoi
110,2009-04-21,30.9,22.1,26.7,0.0,0.0,11.2,Hanoi,Hanoi
111,2009-04-22,31.3,22.7,26.6,0.0,0.0,17.7,Hanoi,Hanoi
112,2009-04-23,32.7,24.2,27.7,0.0,0.0,14.3,Hanoi,Hanoi
113,2009-04-24,33.2,24.7,28.5,11.1,11.1,15.0,Hanoi,Hanoi
114,2009-04-25,27.0,21.6,23.8,15.7,15.7,15.0,Hanoi,Hanoi
115,2009-04-26,28.3,20.2,24.1,0.0,0.0,14.1,Hanoi,Hanoi
116,2009-04-27,27.4,18.7,23.4,0.0,0.0,15.0,Hanoi,Hanoi
117,2009-04-28,25.1,22.0,23.4,3.0,3.0,13.8,Hanoi,Hanoi
118,2009-04-29,25.6,22.4,23.4,20.7,20.7,13.3,Hanoi,Hanoi
119,2009-04-30,25.7,22.1,23.8,2.2,2.2,18.2,Hanoi,Hanoi
120,2009-05-01,27.5,21.4,24.0,0.5,0.5,15.3,Hanoi,Hanoi
121,2009-05-02,28.5,21.0,24.7,0.0,0.0,11.5,Hanoi,Hanoi
122,2009-05-03,29.0,21.8,24.9,0.0,0.0,9.6,Hanoi,Hanoi
123,2009-05-04,29.7,19.8,24.8,0.1,0.1,13.4,Hanoi,Hanoi
124,2009-05-05,30.2,21.4,25.1,0.0,0.0,15.3,Hanoi,Hanoi
125,2009-05-06,28.2,22.8,25.3,2.7,2.7,14.9,Hanoi,Hanoi
126,2009-05-07,28.5,23.3,25.5,8.8,8.8,20.4,Hanoi,Hanoi
127,2009-05-08,27.0,23.7,24.9,13.4,13.4,19.3,Hanoi,Hanoi
128,2009-05-09,27.9,23.6,25.3,7.0,7.0,19.1,Hanoi,Hanoi
129,2009-05-10,30.3,24.7,26.8,4.4,4.4,17.4,Hanoi,Hanoi
130,2009-05-11,29.4,24.7,26.6,9.0,9.0,15.2,Hanoi,Hanoi
131,2009-05-12,29.7,24.6,26.9,1.9,1.9,17.2,Hanoi,Hanoi
132,2009-05-13,30.8,23.7,26.7,1.9,1.9,14.5,Hanoi,Hanoi
133,2009-05-14,30.5,24.1,26.5,2.9,2.9,16.4,Hanoi,Hanoi
134,2009-05-15,28.4,24.1,25.5,13.5,13.5,17.6,Hanoi,Hanoi
135,2009-05-16,29.8,24.7,26.7,15.3,15.3,14.7,Hanoi,Hanoi
136,2009-05-17,30.9,25.4,27.2,10.1,10.1,13.8,Hanoi,Hanoi
137,2009-05-18,30.4,25.5,27.2,3.0,3.0,11.8,Hanoi,Hanoi
138,2009-05-19,33.2,25.0,27.8,27.6,27.6,10.0,Hanoi,Hanoi
139,2009-05-20,29.0,23.4,26.0,27.2,27.2,16.6,Hanoi,Hanoi
140,2009-05-21,27.6,23.7,25.4,8.1,8.1,9.4,Hanoi,Hanoi
141,2009-05-22,28.6,23.0,25.0,12.7,12.7,9.8,Hanoi,Hanoi
142,2009-05-23,30.6,23.1,26.2,3.5,3.5,10.3,Hanoi,Hanoi
143,2009-05-24,31.6,24.4,27.9,0.3,0.3,10.2,Hanoi,Hanoi
144,2009-05-25,32.2,24.1,27.7,0.2,0.2,13.5,Hanoi,Hanoi
145,2009-05-26,31.5,25.2,27.8,0.8,0.8,10.4,Hanoi,Hanoi
146,2009-05-27,32.1,25.1,28.2,0.2,0.2,15.3,Hanoi,Hanoi
147,2009-05-28,30.2,25.5,27.5,27.6,27.6,22.0,Hanoi,Hanoi
148,2009-05-29,25.3,22.9,23.6,39.0,39.0,21.3,Hanoi,Hanoi
149,2009-05-30,29.0,22.9,25.6,0.0,0.0,12.6,Hanoi,Hanoi
150,2009-05-31,30.4,23.4,26.5,0.0,0.0,12.4,Hanoi,Hanoi
151,2009-06-01,32.2,24.0,27.4,4.0,4.0,14.3,Hanoi,Hanoi
152,2009-06-02,32.8,25.2,28.7,44.5,44.5,10.5,Hanoi,Hanoi
153,2009-06-03,27.7,23.0,24.8,12.7,12.7,15.1,Hanoi,Hanoi
154,2009-06-04,31.6,20.9,26.5,0.0,0.0,8.9,Hanoi,Hanoi
155,2009-06-05,31.3,23.3,27.1,0.3,0.3,9.1,Hanoi,Hanoi
156,2009-06-06,31.7,24.5,27.6,8.7,8.7,10.8,Hanoi,Hanoi
157,2009-06-07,34.1,26.4,29.4,1.6,1.6,14.9,Hanoi,Hanoi
158,2009-06-08,36.0,26.7,30.7,0.0,0.0,13.8,Hanoi,Hanoi
159,2009-06-09,35.2,27.4,31.0,0.0,0.0,10.7,Hanoi,Hanoi
160,2009-06-10,34.0,26.4,30.1,9.0,9.0,13.1,Hanoi,Hanoi
161,2009-06-11,31.7,24.9,27.4,18.0,18.0,10.7,Hanoi,Hanoi
162,2009-06-12,33.6,26.3,29.6,0.0,0.0,8.9,Hanoi,Hanoi
163,2009-06-13,31.6,26.0,28.5,4.4,4.4,12.2,Hanoi,Hanoi
164,2009-06-14,32.3,25.6,28.4,18.5,18.5,10.5,Hanoi,Hanoi
165,2009-06-15,31.0,24.7,27.4,10.3,10.3,9.5,Hanoi,Hanoi
166,2009-06-16,29.7,24.9,26.6,4.2,4.2,8.8,Hanoi,Hanoi
167,2009-06-17,29.7,24.8,27.0,2.9,2.9,8.3,Hanoi,Hanoi
168,2009-06-18,33.3,24.8,28.9,0.7,0.7,8.9,Hanoi,Hanoi
169,2009-06-19,34.9,27.0,30.6,0.0,0.0,12.4,Hanoi,Hanoi
170,2009-06-20,35.6,26.9,31.4,0.1,0.1,11.1,Hanoi,Hanoi
171,2009-06-21,35.8,27.3,31.7,0.0,0.0,11.3,Hanoi,Hanoi
172,2009-06-22,35.5,27.7,31.3,1.4,1.4,10.5,Hanoi,Hanoi
173,2009-06-23,32.1,26.3,28.9,0.6,0.6,11.3,Hanoi,Hanoi
174,2009-06-24,33.5,26.9,29.7,4.2,4.2,12.1,Hanoi,Hanoi
175,2009-06-25,34.1,26.7,30.3,0.0,0.0,8.4,Hanoi,Hanoi
176,2009-06-26,30.8,27.1,28.7,7.1,7.1,9.0,Hanoi,Hanoi
177,2009-06-27,31.7,26.1,28.5,9.4,9.4,10.5,Hanoi,Hanoi
178,2009-06-28,32.1,26.2,29.1,0.0,0.0,13.8,Hanoi,Hanoi
179,2009-06-29,33.2,26.7,29.6,0.0,0.0,15.3,Hanoi,Hanoi
180,2009-06-30,33.7,26.9,29.8,2.4,2.4,12.0,Hanoi,Hanoi
181,2009-07-01,33.5,26.2,29.5,0.7,0.7,8.6,Hanoi,Hanoi
182,2009-07-02,34.1,26.5,30.2,0.6,0.6,10.1,Hanoi,Hanoi
183,2009-07-03,33.8,27.3,30.0,0.0,0.0,10.5,Hanoi,Hanoi
184,2009-07-04,28.8,25.4,26.5,29.3,29.3,14.1,Hanoi,Hanoi
185,2009-07-05,27.7,24.9,26.1,18.2,18.2,14.3,Hanoi,Hanoi
186,2009-07-06,27.6,24.1,25.7,13.1,13.1,15.4,Hanoi,Hanoi
187,2009-07-07,31.6,24.4,26.8,21.9,21.9,10.2,Hanoi,Hanoi
188,2009-07-08,32.9,25.1,28.5,2.0,2.0,11.9,Hanoi,Hanoi
189,2009-07-09,33.2,25.5,29.2,0.4,0.4,10.2,Hanoi,Hanoi
190,2009-07-10,33.7,26.4,29.8,0.3,0.3,9.2,Hanoi,Hanoi
191,2009-07-11,33.6,26.7,29.8,3.4,3.4,8.0,Hanoi,Hanoi
192,2009-07-12,31.6,26.4,28.0,57.9,57.9,14.7,Hanoi,Hanoi
193,2009-07-13,29.5,25.2,27.2,30.7,30.7,19.6,Hanoi,Hanoi
194,2009-07-14,32.0,24.7,28.0,3.2,3.2,8.6,Hanoi,Hanoi
195,2009-07-15,33.6,26.2,29.2,0.6,0.6,10.6,Hanoi,Hanoi
196,2009-07-16,31.1,25.7,27.8,12.0,12.0,7.6,Hanoi,Hanoi
197,2009-07-17,28.6,25.2,26.5,22.7,22.7,12.4,Hanoi,Hanoi
198,2009-07-18,32.3,25.1,28.5,2.2,2.2,6.8,Hanoi,Hanoi
199,2009-07-19,35.4,25.6,30.3,1.0,1.0,10.3,Hanoi,Hanoi
200,2009-07-20,30.5,26.4,28.2,20.6,20.6,7.3,Hanoi,Hanoi
201,2009-07-21,31.9,25.4,27.8,7.0,7.0,9.2,Hanoi,Hanoi
202,2009-07-22,31.9,25.7,28.4,0.3,0.3,11.4,Hanoi,Hanoi
203,2009-07-23,32.8,26.2,29.3,0.5,0.5,11.0,Hanoi,Hanoi
204,2009-07-24,34.3,27.1,30.6,0.0,0.0,9.7,Hanoi,Hanoi
205,2009-07-25,34.8,27.1,30.5,5.8,5.8,8.6,Hanoi,Hanoi
206,2009-07-26,33.1,26.6,29.4,0.0,0.0,8.7,Hanoi,Hanoi
207,2009-07-27,34.6,27.3,30.8,0.0,0.0,14.4,Hanoi,Hanoi
208,2009-07-28,29.3,27.2,28.5,5.2,5.2,7.6,Hanoi,Hanoi
209,2009-07-29,31.5,25.6,27.8,24.6,24.6,8.9,Hanoi,Hanoi
210,2009-07-30,31.9,25.9,27.8,9.3,9.3,10.4,Hanoi,Hanoi
211,2009-07-31,30.2,25.4,27.2,14.3,14.3,10.4,Hanoi,Hanoi
212,2009-08-01,30.1,25.3,26.7,30.3,30.3,10.5,Hanoi,Hanoi
213,2009-08-02,32.6,25.4,28.6,2.6,2.6,7.6,Hanoi,Hanoi
214,2009-08-03,34.0,25.7,29.7,0.0,0.0,10.8,Hanoi,Hanoi
215,2009-08-04,35.1,26.9,30.7,1.5,1.5,9.4,Hanoi,Hanoi
216,2009-08-05,33.2,27.5,30.1,4.5,4.5,11.7,Hanoi,Hanoi
217,2009-08-06,32.8,25.7,29.0,27.5,27.5,12.7,Hanoi,Hanoi
218,2009-08-07,32.6,26.7,29.6,7.8,7.8,12.7,Hanoi,Hanoi
219,2009-08-08,34.2,27.9,30.0,5.1,5.1,12.9,Hanoi,Hanoi
220,2009-08-09,34.5,27.6,30.2,1.5,1.5,8.9,Hanoi,Hanoi
221,2009-08-10,34.8,27.3,30.3,2.4,2.4,9.6,Hanoi,Hanoi
222,2009-08-11,32.2,27.1,28.8,7.3,7.3,6.9,Hanoi,Hanoi
223,2009-08-12,32.8,26.0,28.6,0.5,0.5,8.7,Hanoi,Hanoi
224,2009-08-13,31.5,25.4,26.9,17.3,17.3,7.1,Hanoi,Hanoi
225,2009-08-14,30.0,24.6,27.0,10.4,10.4,8.9,Hanoi,Hanoi
226,2009-08-15,32.2,24.6,27.3,17.1,17.1,9.5,Hanoi,Hanoi
227,2009-08-16,32.7,25.9,28.6,4.0,4.0,10.5,Hanoi,Hanoi
228,2009-08-17,31.4,26.1,28.1,11.9,11.9,12.3,Hanoi,Hanoi
229,2009-08-18,32.4,25.5,28.2,4.6,4.6,12.3,Hanoi,Hanoi
230,2009-08-19,32.7,25.9,28.8,2.7,2.7,12.2,Hanoi,Hanoi
231,2009-08-20,32.8,26.1,29.2,0.3,0.3,10.3,Hanoi,Hanoi
232,2009-08-21,32.9,26.8,29.3,1.1,1.1,11.2,Hanoi,Hanoi
233,2009-08-22,29.9,23.6,26.6,18.1,18.1,9.4,Hanoi,Hanoi
234,2009-08-23,31.8,24.9,28.2,0.9,0.9,6.4,Hanoi,Hanoi
235,2009-08-24,33.0,25.3,29.0,0.0,0.0,6.6,Hanoi,Hanoi
236,2009-08-25,32.8,24.6,28.7,0.0,0.0,8.6,Hanoi,Hanoi
237,2009-08-26,33.2,25.7,29.1,0.0,0.0,10.2,Hanoi,Hanoi
238,2009-08-27,33.3,25.8,29.1,0.0,0.0,10.4,Hanoi,Hanoi
239,2009-08-28,32.7,25.9,28.9,0.7,0.7,12.9,Hanoi,Hanoi
240,2009-08-29,32.2,26.2,28.9,2.0,2.0,10.9,Hanoi,Hanoi
241,2009-08-30,30.3,24.6,27.1,24.8,24.8,13.6,Hanoi,Hanoi
242,2009-08-31,31.9,24.5,27.1,7.2,7.2,10.5,Hanoi,Hanoi
243,2009-09-01,30.8,24.6,26.9,1.9,1.9,6.3,Hanoi,Hanoi
244,2009-09-02,31.7,24.7,27.7,2.9,2.9,7.4,Hanoi,Hanoi
245,2009-09-03,32.3,24.6,28.1,0.0,0.0,12.1,Hanoi,Hanoi
246,2009-09-04,32.9,25.2,28.5,0.6,0.6,12.3,Hanoi,Hanoi
247,2009-09-05,32.4,24.9,28.5,0.0,0.0,10.4,Hanoi,Hanoi
248,2009-09-06,32.9,25.2,28.9,0.0,0.0,9.7,Hanoi,Hanoi
249,2009-09-07,33.2,25.3,28.9,0.0,0.0,8.3,Hanoi,Hanoi
250,2009-09-08,33.4,24.9,29.0,0.4,0.4,6.3,Hanoi,Hanoi
251,2009-09-09,34.0,25.1,29.2,0.0,0.0,10.7,Hanoi,Hanoi
252,2009-09-10,32.9,24.9,28.6,0.0,0.0,10.9,Hanoi,Hanoi
253,2009-09-11,32.2,26.5,28.2,10.0,10.0,15.6,Hanoi,Hanoi
254,2009-09-12,28.9,25.3,26.5,49.2,49.2,30.1,Hanoi,Hanoi
255,2009-09-13,31.0,24.6,26.9,15.8,15.8,6.6,Hanoi,Hanoi
256,2009-09-14,32.7,25.4,28.8,0.0,0.0,5.5,Hanoi,Hanoi
257,2009-09-15,34.5,25.6,29.2,25.9,25.9,15.6,Hanoi,Hanoi
258,2009-09-16,27.1,24.9,25.8,50.3,50.3,7.9,Hanoi,Hanoi
259,2009-09-17,30.0,24.8,26.7,10.7,10.7,4.1,Hanoi,Hanoi
260,2009-09-18,32.5,24.6,28.2,0.2,0.2,12.6,Hanoi,Hanoi
261,2009-09-19,34.0,25.6,29.6,0.0,0.0,11.3,Hanoi,Hanoi
262,2009-09-20,34.5,26.1,30.4,0.0,0.0,9.7,Hanoi,Hanoi
263,2009-09-21,28.2,24.5,26.2,23.4,23.4,14.0,Hanoi,Hanoi
264,2009-09-22,28.6,24.3,25.8,1.2,1.2,10.1,Hanoi,Hanoi
265,2009-09-23,30.8,23.0,26.9,0.0,0.0,6.8,Hanoi,Hanoi
266,2009-09-24,31.0,24.2,27.2,2.8,2.8,10.1,Hanoi,Hanoi
267,2009-09-25,29.0,24.8,26.3,16.9,16.9,11.9,Hanoi,Hanoi
268,2009-09-26,31.0,24.0,26.5,8.4,8.4,12.4,Hanoi,Hanoi
269,2009-09-27,31.8,24.6,27.7,1.3,1.3,14.9,Hanoi,Hanoi
270,2009-09-28,31.9,24.6,27.8,0.0,0.0,21.2,Hanoi,Hanoi
271,2009-09-29,29.0,25.6,26.7,0.0,0.0,19.6,Hanoi,Hanoi
272,2009-09-30,27.2,22.8,24.0,19.4,19.4,16.4,Hanoi,Hanoi
273,2009-10-01,26.2,22.6,23.9,17.8,17.8,11.9,Hanoi,Hanoi
274,2009-10-02,30.5,23.1,26.3,0.2,0.2,9.7,Hanoi,Hanoi
275,2009-10-03,31.2,23.6,27.4,0.6,0.6,8.7,Hanoi,Hanoi
276,2009-10-04,31.7,23.2,27.6,0.0,0.0,8.1,Hanoi,Hanoi
277,2009-10-05,31.4,23.9,27.4,0.0,0.0,10.7,Hanoi,Hanoi
278,2009-10-06,31.7,21.1,26.0,0.0,0.0,7.6,Hanoi,Hanoi
279,2009-10-07,31.0,20.2,25.4,0.0,0.0,8.9,Hanoi,Hanoi
280,2009-10-08,30.9,21.0,25.8,0.0,0.0,10.6,Hanoi,Hanoi
281,2009-10-09,31.0,23.0,26.5,0.0,0.0,11.8,Hanoi,Hanoi
282,2009-10-10,28.8,24.0,26.0,5.8,5.8,11.3,Hanoi,Hanoi
283,2009-10-11,29.5,23.5,26.0,3.5,3.5,9.2,Hanoi,Hanoi
284,2009-10-12,30.9,23.1,26.7,0.0,0.0,10.5,Hanoi,Hanoi
285,2009-10-13,28.0,22.6,25.3,12.6,12.6,18.8,Hanoi,Hanoi
286,2009-10-14,22.6,20.2,21.5,75.5,75.5,19.6,Hanoi,Hanoi
287,2009-10-15,22.6,19.8,21.1,55.1,55.1,14.8,Hanoi,Hanoi
288,2009-10-16,28.2,21.6,24.4,0.0,0.0,8.3,Hanoi,Hanoi
289,2009-10-17,29.5,21.7,25.6,0.6,0.6,7.1,Hanoi,Hanoi
290,2009-10-18,30.4,21.8,26.0,0.0,0.0,9.7,Hanoi,Hanoi
291,2009-10-19,30.4,22.8,26.5,0.3,0.3,6.3,Hanoi,Hanoi
292,2009-10-20,27.6,23.9,25.5,4.3,4.3,12.6,Hanoi,Hanoi
293,2009-10-21,27.7,22.0,24.2,1.8,1.8,14.8,Hanoi,Hanoi
294,2009-10-22,24.0,21.5,22.4,3.9,3.9,8.2,Hanoi,Hanoi
295,2009-10-23,28.3,21.0,24.5,0.0,0.0,10.2,Hanoi,Hanoi
296,2009-10-24,29.1,21.4,25.1,0.0,0.0,11.0,Hanoi,Hanoi
297,2009-10-25,28.6,22.9,24.7,3.9,3.9,9.8,Hanoi,Hanoi
298,2009-10-26,29.4,23.0,25.3,0.6,0.6,11.2,Hanoi,Hanoi
299,2009-10-27,28.6,23.1,25.0,0.2,0.2,13.1,Hanoi,Hanoi
300,2009-10-28,28.7,22.3,25.0,2.1,2.1,13.8,Hanoi,Hanoi
301,2009-10-29,27.8,22.1,24.5,0.6,0.6,10.2,Hanoi,Hanoi
302,2009-10-30,28.6,20.3,24.1,0.0,0.0,10.4,Hanoi,Hanoi
303,2009-10-31,28.3,20.6,23.9,0.1,0.1,7.9,Hanoi,Hanoi
304,2009-11-01,29.4,19.6,24.6,0.0,0.0,18.1,Hanoi,Hanoi
305,2009-11-02,26.3,20.0,23.1,0.0,0.0,23.5,Hanoi,Hanoi
306,2009-11-03,22.4,16.6,19.3,0.0,0.0,12.9,Hanoi,Hanoi
307,2009-11-04,23.9,15.8,19.1,0.0,0.0,9.6,Hanoi,Hanoi
308,2009-11-05,25.3,13.6,19.1,0.0,0.0,9.1,Hanoi,Hanoi
