,time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,rain_sum,wind_speed_10m_max,city,official_name
8242,2019-02-08,31.0,20.1,23.9,0.0,0.0,13.5,Ha Noi,Hà Nội
8243,2019-02-09,29.4,21.3,24.1,0.2,0.2,17.1,Ha Noi,Hà Nội
8244,2019-02-10,27.1,21.9,23.9,4.1,4.1,20.2,Ha Noi,Hà Nội
8245,2019-02-11,24.8,18.6,21.7,1.7,1.7,19.1,Ha Noi,Hà Nội
8246,2019-02-12,25.8,18.8,21.8,1.0,1.0,13.9,Ha Noi,Hà Nội
8247,2019-02-13,26.9,19.5,22.4,0.9,0.9,19.1,Ha Noi,Hà Nội
8248,2019-02-14,27.0,19.0,22.6,0.6,0.6,19.3,Ha Noi,Hà Nội
8249,2019-02-15,27.6,19.8,23.4,0.9,0.9,21.1,Ha Noi,Hà Nội
8250,2019-02-16,26.8,21.1,23.6,1.0,1.0,19.2,Ha Noi,Hà Nội
8251,2019-02-17,23.5,21.7,22.5,14.0,14.0,25.8,Ha Noi,Hà Nội
8252,2019-02-18,29.2,21.5,24.4,0.0,0.0,17.3,Ha Noi,Hà Nội
8253,2019-02-19,30.0,19.9,24.4,1.5,1.5,15.6,Ha Noi,Hà Nội
8254,2019-02-20,29.3,21.6,25.0,0.1,0.1,21.0,Ha Noi,Hà Nội
8255,2019-02-21,30.5,21.4,25.0,1.6,1.6,18.2,Ha Noi,Hà Nội
8256,2019-02-22,22.0,15.6,19.8,16.5,16.5,13.6,Ha Noi,Hà Nội
8257,2019-02-23,20.0,15.1,18.4,4.7,4.7,16.2,Ha Noi,Hà Nội
8258,2019-02-24,18.6,12.1,15.7,1.5,1.5,14.8,Ha Noi,Hà Nội
8259,2019-02-25,19.5,14.8,17.1,1.7,1.7,13.0,Ha Noi,Hà Nội
8260,2019-02-26,22.6,16.5,18.9,0.7,0.7,7.7,Ha Noi,Hà Nội
8261,2019-02-27,26.6,17.3,21.3,0.3,0.3,16.6,Ha Noi,Hà Nội
8262,2019-02-28,26.5,20.1,23.1,1.4,1.4,20.5,Ha Noi,Hà Nội
8263,2019-03-01,27.7,21.2,23.9,1.3,1.3,23.1,Ha Noi,Hà Nội
8264,2019-03-02,27.5,21.4,24.0,0.4,0.4,22.0,Ha Noi,Hà Nội
8265,2019-03-03,27.3,20.0,22.9,4.0,4.0,14.4,Ha Noi,Hà Nội
8266,2019-03-04,27.1,21.0,23.6,2.0,2.0,22.8,Ha Noi,Hà Nội
8267,2019-03-05,31.6,22.3,25.5,0.0,0.0,20.2,Ha Noi,Hà Nội
8268,2019-03-06,24.9,20.5,21.9,4.2,4.2,16.6,Ha Noi,Hà Nội
8269,2019-03-07,21.5,16.5,19.2,4.0,4.0,11.6,Ha Noi,Hà Nội
8270,2019-03-08,21.1,16.4,18.7,1.3,1.3,9.0,Ha Noi,Hà Nội
8271,2019-03-09,24.0,18.2,20.7,1.8,1.8,11.5,Ha Noi,Hà Nội
8272,2019-03-10,20.2,15.7,17.9,2.0,2.0,14.5,Ha Noi,Hà Nội
8273,2019-03-11,23.4,17.2,19.6,0.3,0.3,9.4,Ha Noi,Hà Nội
8274,2019-03-12,25.4,15.4,20.3,0.2,0.2,11.8,Ha Noi,Hà Nội
8275,2019-03-13,27.1,17.9,22.5,0.2,0.2,18.1,Ha Noi,Hà Nội
8276,2019-03-14,25.5,21.2,23.0,7.2,7.2,13.6,Ha Noi,Hà Nội
8277,2019-03-15,21.6,18.2,19.9,2.5,2.5,15.9,Ha Noi,Hà Nội
8278,2019-03-16,21.4,16.9,19.0,2.2,2.2,8.7,Ha Noi,Hà Nội
8279,2019-03-17,23.4,18.5,20.4,2.8,2.8,9.3,Ha Noi,Hà Nội
8280,2019-03-18,24.0,19.6,21.2,3.8,3.8,8.5,Ha Noi,Hà Nội
8281,2019-03-19,27.5,20.3,23.4,1.0,1.0,21.7,Ha Noi,Hà Nội
8282,2019-03-20,29.3,22.0,24.8,0.8,0.8,17.7,Ha Noi,Hà Nội
8283,2019-03-21,31.2,22.6,25.7,0.0,0.0,15.5,Ha Noi,Hà Nội
8284,2019-03-22,32.0,21.9,25.8,0.0,0.0,14.5,Ha Noi,Hà Nội
8285,2019-03-23,24.0,18.1,21.8,6.5,6.5,22.1,Ha Noi,Hà Nội
8286,2019-03-24,19.6,14.8,17.1,2.3,2.3,14.7,Ha Noi,Hà Nội
8287,2019-03-25,21.8,15.8,18.6,1.0,1.0,13.8,Ha Noi,Hà Nội
8288,2019-03-26,25.0,19.1,21.5,0.0,0.0,6.9,Ha Noi,Hà Nội
8289,2019-03-27,27.9,18.4,23.1,0.2,0.2,20.2,Ha Noi,Hà Nội
8290,2019-03-28,28.0,22.4,24.7,0.5,0.5,15.9,Ha Noi,Hà Nội
8291,2019-03-29,28.6,22.3,24.5,2.5,2.5,12.9,Ha Noi,Hà Nội
8292,2019-03-30,28.5,22.4,24.9,0.9,0.9,14.8,Ha Noi,Hà Nội
8293,2019-03-31,29.8,23.4,26.1,1.0,1.0,17.4,Ha Noi,Hà Nội
8294,2019-04-01,26.2,20.2,23.1,15.5,15.5,18.1,Ha Noi,Hà Nội
8295,2019-04-02,28.0,20.7,23.4,1.9,1.9,13.2,Ha Noi,Hà Nội
8296,2019-04-03,27.9,21.5,24.4,4.2,4.2,13.8,Ha Noi,Hà Nội
8297,2019-04-04,27.9,22.1,24.2,5.1,5.1,10.7,Ha Noi,Hà Nội
8298,2019-04-05,25.8,21.0,23.5,0.7,0.7,12.3,Ha Noi,Hà Nội
8299,2019-04-06,28.6,21.5,24.6,0.4,0.4,15.6,Ha Noi,Hà Nội
8300,2019-04-07,29.5,22.4,25.9,0.7,0.7,17.5,Ha Noi,Hà Nội
8301,2019-04-08,30.3,24.0,26.4,0.2,0.2,16.3,Ha Noi,Hà Nội
8302,2019-04-09,32.0,24.1,27.4,0.0,0.0,16.3,Ha Noi,Hà Nội
8303,2019-04-10,33.3,24.0,27.6,0.0,0.0,15.2,Ha Noi,Hà Nội
8304,2019-04-11,32.4,24.2,27.7,0.0,0.0,13.5,Ha Noi,Hà Nội
8305,2019-04-12,29.2,24.5,26.6,1.7,1.7,18.4,Ha Noi,Hà Nội
8306,2019-04-13,30.8,25.6,27.5,1.3,1.3,19.9,Ha Noi,Hà Nội
8307,2019-04-14,29.8,24.4,26.6,11.3,11.3,18.3,Ha Noi,Hà Nội
8308,2019-04-15,26.9,23.1,24.7,148.4,148.4,17.2,Ha Noi,Hà Nội
8309,2019-04-16,26.0,23.5,24.5,11.2,11.2,14.5,Ha Noi,Hà Nội
8310,2019-04-17,27.9,22.5,24.9,1.8,1.8,14.7,Ha Noi,Hà Nội
8311,2019-04-18,32.5,25.0,28.3,0.0,0.0,22.8,Ha Noi,Hà Nội
8312,2019-04-19,35.5,23.9,29.6,0.0,0.0,13.4,Ha Noi,Hà Nội
8313,2019-04-20,36.7,27.4,31.0,0.0,0.0,17.6,Ha Noi,Hà Nội
8314,2019-04-21,35.3,26.2,29.6,0.0,0.0,16.9,Ha Noi,Hà Nội
8315,2019-04-22,33.8,26.2,29.0,0.0,0.0,16.6,Ha Noi,Hà Nội
8316,2019-04-23,32.2,26.3,28.4,0.0,0.0,16.6,Ha Noi,Hà Nội
8317,2019-04-24,33.5,26.0,28.7,0.0,0.0,14.6,Ha Noi,Hà Nội
8318,2019-04-25,33.0,25.6,28.4,0.0,0.0,16.3,Ha Noi,Hà Nội
8319,2019-04-26,31.2,25.4,27.7,0.4,0.4,17.4,Ha Noi,Hà Nội
8320,2019-04-27,31.0,26.0,27.9,0.2,0.2,25.0,Ha Noi,Hà Nội
8321,2019-04-28,31.5,25.9,28.0,1.7,1.7,19.4,Ha Noi,Hà Nội
8322,2019-04-29,33.8,25.8,28.7,0.4,0.4,16.7,Ha Noi,Hà Nội
8323,2019-04-30,33.3,25.2,28.0,12.7,12.7,13.1,Ha Noi,Hà Nội
8324,2019-05-01,27.1,21.2,24.0,9.8,9.8,17.7,Ha Noi,Hà Nội
8325,2019-05-02,28.0,23.4,25.1,0.5,0.5,10.4,Ha Noi,Hà Nội
8326,2019-05-03,27.0,23.1,24.9,5.8,5.8,15.5,Ha Noi,Hà Nội
8327,2019-05-04,29.7,23.2,26.1,4.0,4.0,14.6,Ha Noi,Hà Nội
8328,2019-05-05,33.2,25.5,28.6,0.2,0.2,11.0,Ha Noi,Hà Nội
8329,2019-05-06,31.0,25.8,28.0,0.6,0.6,17.6,Ha Noi,Hà Nội
8330,2019-05-07,28.6,24.8,26.4,5.9,5.9,17.0,Ha Noi,Hà Nội
8331,2019-05-08,27.9,23.4,25.6,33.1,33.1,15.0,Ha Noi,Hà Nội
8332,2019-05-09,26.6,21.1,23.5,8.9,8.9,13.5,Ha Noi,Hà Nội
8333,2019-05-10,26.9,21.0,23.5,0.2,0.2,13.4,Ha Noi,Hà Nội
8334,2019-05-11,29.5,23.7,26.0,1.2,1.2,10.1,Ha Noi,Hà Nội
8335,2019-05-12,30.9,23.9,27.3,1.5,1.5,17.1,Ha Noi,Hà Nội
8336,2019-05-13,31.0,25.6,27.9,1.6,1.6,16.6,Ha Noi,Hà Nội
8337,2019-05-14,30.0,25.8,27.7,10.5,10.5,15.8,Ha Noi,Hà Nội
8338,2019-05-15,33.4,26.1,29.3,0.1,0.1,16.4,Ha Noi,Hà Nội
8339,2019-05-16,34.3,26.9,30.2,0.0,0.0,18.0,Ha Noi,Hà Nội
8340,2019-05-17,35.5,26.6,31.0,0.0,0.0,17.6,Ha Noi,Hà Nội
8341,2019-05-18,36.3,28.3,32.1,0.0,0.0,18.8,Ha Noi,Hà Nội
8342,2019-05-19,36.8,28.8,32.2,0.0,0.0,18.4,Ha Noi,Hà Nội
8343,2019-05-20,35.3,25.7,29.7,24.2,24.2,29.6,Ha Noi,Hà Nội
8344,2019-05-21,26.8,23.4,25.2,18.1,18.1,12.8,Ha Noi,Hà Nội
8345,2019-05-22,28.5,24.8,26.3,2.4,2.4,11.2,Ha Noi,Hà Nội
8346,2019-05-23,28.5,24.7,26.6,22.9,22.9,10.2,Ha Noi,Hà Nội
8347,2019-05-24,31.4,24.6,27.8,8.8,8.8,13.2,Ha Noi,Hà Nội
8348,2019-05-25,33.0,27.1,29.6,0.1,0.1,18.5,Ha Noi,Hà Nội
8349,2019-05-26,34.7,27.0,30.4,1.4,1.4,17.2,Ha Noi,Hà Nội
8350,2019-05-27,31.8,27.0,29.2,2.5,2.5,13.8,Ha Noi,Hà Nội
8351,2019-05-28,30.5,24.7,27.2,21.2,21.2,12.4,Ha Noi,Hà Nội
8352,2019-05-29,26.8,24.4,25.5,22.5,22.5,13.4,Ha Noi,Hà Nội
8353,2019-05-30,29.9,24.4,27.0,6.3,6.3,9.9,Ha Noi,Hà Nội
8354,2019-05-31,29.1,24.2,26.1,33.1,33.1,8.9,Ha Noi,Hà Nội
8355,2019-06-01,27.6,23.8,25.4,36.9,36.9,12.2,Ha Noi,Hà Nội
8356,2019-06-02,30.5,22.5,26.1,9.0,9.0,13.2,Ha Noi,Hà Nội
8357,2019-06-03,32.2,24.5,28.1,1.3,1.3,9.3,Ha Noi,Hà Nội
8358,2019-06-04,33.4,26.0,29.4,1.7,1.7,16.5,Ha Noi,Hà Nội
8359,2019-06-05,33.8,27.8,30.0,0.2,0.2,18.2,Ha Noi,Hà Nội
8360,2019-06-06,33.5,28.2,30.3,0.0,0.0,17.9,Ha Noi,Hà Nội
8361,2019-06-07,32.2,28.2,29.9,2.3,2.3,16.6,Ha Noi,Hà Nội
8362,2019-06-08,34.2,27.9,30.5,0.0,0.0,18.4,Ha Noi,Hà Nội
8363,2019-06-09,35.5,28.4,31.4,0.0,0.0,19.5,Ha Noi,Hà Nội
8364,2019-06-10,36.5,28.4,32.0,0.2,0.2,18.4,Ha Noi,Hà Nội
8365,2019-06-11,36.0,27.6,31.8,0.1,0.1,13.6,Ha Noi,Hà Nội
8366,2019-06-12,36.8,28.1,32.1,0.0,0.0,13.1,Ha Noi,Hà Nội
8367,2019-06-13,34.9,29.1,31.7,1.5,1.5,13.1,Ha Noi,Hà Nội
8368,2019-06-14,32.2,28.2,29.9,3.3,3.3,9.8,Ha Noi,Hà Nội
8369,2019-06-15,34.9,28.0,31.1,0.0,0.0,13.4,Ha Noi,Hà Nội
8370,2019-06-16,36.3,28.7,32.3,0.2,0.2,13.7,Ha Noi,Hà Nội
8371,2019-06-17,34.9,27.1,30.7,22.1,22.1,12.1,Ha Noi,Hà Nội
8372,2019-06-18,32.3,25.6,28.5,12.9,12.9,9.1,Ha Noi,Hà Nội
8373,2019-06-19,33.3,26.2,29.7,2.7,2.7,13.1,Ha Noi,Hà Nội
8374,2019-06-20,35.3,28.0,31.2,0.0,0.0,14.6,Ha Noi,Hà Nội
8375,2019-06-21,36.8,29.0,32.1,0.0,0.0,15.8,Ha Noi,Hà Nội
8376,2019-06-22,37.2,29.4,32.6,0.0,0.0,17.7,Ha Noi,Hà Nội
8377,2019-06-23,37.2,29.1,32.7,10.3,10.3,18.1,Ha Noi,Hà Nội
8378,2019-06-24,30.2,26.2,28.6,14.3,14.3,12.5,Ha Noi,Hà Nội
8379,2019-06-25,35.5,27.2,30.8,0.0,0.0,14.0,Ha Noi,Hà Nội
8380,2019-06-26,35.8,27.5,31.2,0.0,0.0,14.0,Ha Noi,Hà Nội
8381,2019-06-27,35.8,28.7,31.9,0.0,0.0,13.8,Ha Noi,Hà Nội
8382,2019-06-28,36.8,29.0,32.4,0.0,0.0,16.3,Ha Noi,Hà Nội
8383,2019-06-29,36.8,29.1,32.8,0.7,0.7,15.8,Ha Noi,Hà Nội
8384,2019-06-30,33.0,27.0,29.7,7.4,7.4,13.0,Ha Noi,Hà Nội
8385,2019-07-01,32.7,26.8,29.4,4.1,4.1,14.4,Ha Noi,Hà Nội
8386,2019-07-02,31.4,25.5,28.3,25.2,25.2,16.3,Ha Noi,Hà Nội
8387,2019-07-03,32.1,26.9,28.6,58.7,58.7,30.3,Ha Noi,Hà Nội
8388,2019-07-04,31.9,25.5,28.5,15.2,15.2,28.9,Ha Noi,Hà Nội
8389,2019-07-05,34.0,27.2,30.2,0.0,0.0,15.7,Ha Noi,Hà Nội
8390,2019-07-06,35.3,27.1,31.3,0.0,0.0,12.9,Ha Noi,Hà Nội
8391,2019-07-07,34.2,28.0,31.1,0.0,0.0,14.4,Ha Noi,Hà Nội
8392,2019-07-08,35.8,28.1,31.8,0.0,0.0,17.8,Ha Noi,Hà Nội
8393,2019-07-09,35.9,27.7,31.3,4.0,4.0,16.4,Ha Noi,Hà Nội
8394,2019-07-10,31.0,25.8,27.6,14.8,14.8,13.7,Ha Noi,Hà Nội
8395,2019-07-11,33.4,25.1,29.4,11.1,11.1,10.4,Ha Noi,Hà Nội
8396,2019-07-12,33.5,28.0,30.5,0.0,0.0,14.2,Ha Noi,Hà Nội
8397,2019-07-13,35.6,28.3,31.5,0.0,0.0,14.5,Ha Noi,Hà Nội
8398,2019-07-14,34.0,28.5,30.8,0.0,0.0,11.3,Ha Noi,Hà Nội
8399,2019-07-15,35.2,27.3,30.3,1.7,1.7,8.8,Ha Noi,Hà Nội
8400,2019-07-16,34.1,27.9,30.4,1.1,1.1,9.1,Ha Noi,Hà Nội
8401,2019-07-17,33.8,27.4,30.4,0.5,0.5,12.4,Ha Noi,Hà Nội
8402,2019-07-18,35.5,27.4,31.4,0.0,0.0,11.9,Ha Noi,Hà Nội
8403,2019-07-19,37.2,28.7,32.1,5.7,5.7,15.9,Ha Noi,Hà Nội
8404,2019-07-20,35.0,28.2,31.1,1.6,1.6,13.2,Ha Noi,Hà Nội
8405,2019-07-21,35.5,28.0,31.1,1.8,1.8,12.4,Ha Noi,Hà Nội
8406,2019-07-22,35.2,28.0,30.9,1.6,1.6,11.6,Ha Noi,Hà Nội
8407,2019-07-23,32.5,27.8,30.1,0.2,0.2,9.9,Ha Noi,Hà Nội
8408,2019-07-24,32.2,26.6,28.9,9.9,9.9,8.0,Ha Noi,Hà Nội
8409,2019-07-25,30.6,26.2,28.0,6.5,6.5,10.6,Ha Noi,Hà Nội
8410,2019-07-26,31.6,26.1,28.9,4.9,4.9,7.6,Ha Noi,Hà Nội
8411,2019-07-27,33.7,26.5,30.2,0.4,0.4,10.7,Ha Noi,Hà Nội
8412,2019-07-28,33.2,27.0,29.8,5.6,5.6,12.6,Ha Noi,Hà Nội
8413,2019-07-29,32.2,25.5,28.7,28.6,28.6,12.2,Ha Noi,Hà Nội
8414,2019-07-30,31.5,24.9,27.4,21.4,21.4,10.5,Ha Noi,Hà Nội
8415,2019-07-31,31.1,24.7,27.8,19.4,19.4,15.9,Ha Noi,Hà Nội
8416,2019-08-01,31.7,25.5,27.9,20.4,20.4,14.1,Ha Noi,Hà Nội
8417,2019-08-02,31.8,25.1,27.5,28.9,28.9,15.0,Ha Noi,Hà Nội
8418,2019-08-03,26.9,25.4,26.1,116.4,116.4,27.4,Ha Noi,Hà Nội
8419,2019-08-04,28.6,24.6,26.7,30.3,30.3,13.7,Ha Noi,Hà Nội
8420,2019-08-05,28.9,24.5,26.6,12.5,12.5,9.6,Ha Noi,Hà Nội
8421,2019-08-06,31.4,24.9,28.2,4.4,4.4,10.7,Ha Noi,Hà Nội
8422,2019-08-07,33.8,26.1,29.9,0.9,0.9,11.7,Ha Noi,Hà Nội
8423,2019-08-08,33.7,26.4,29.5,24.4,24.4,9.5,Ha Noi,Hà Nội
8424,2019-08-09,33.2,26.0,29.0,1.2,1.2,12.9,Ha Noi,Hà Nội
8425,2019-08-10,33.4,25.9,29.6,1.6,1.6,10.8,Ha Noi,Hà Nội
8426,2019-08-11,34.0,27.1,30.2,5.9,5.9,12.3,Ha Noi,Hà Nội
8427,2019-08-12,35.3,27.0,31.0,0.1,0.1,13.7,Ha Noi,Hà Nội
8428,2019-08-13,35.2,27.9,31.3,0.0,0.0,12.8,Ha Noi,Hà Nội
8429,2019-08-14,35.5,26.8,31.2,2.4,2.4,10.7,Ha Noi,Hà Nội
8430,2019-08-15,34.7,27.2,30.5,6.4,6.4,13.4,Ha Noi,Hà Nội
8431,2019-08-16,30.1,27.3,28.5,13.1,13.1,7.7,Ha Noi,Hà Nội
8432,2019-08-17,32.2,26.2,28.4,14.1,14.1,10.5,Ha Noi,Hà Nội
8433,2019-08-18,32.0,26.6,29.4,0.1,0.1,15.7,Ha Noi,Hà Nội
8434,2019-08-19,32.2,27.1,29.3,3.2,3.2,10.8,Ha Noi,Hà Nội
8435,2019-08-20,29.4,25.1,27.0,23.0,23.0,13.7,Ha Noi,Hà Nội
8436,2019-08-21,28.8,24.6,26.7,13.0,13.0,12.2,Ha Noi,Hà Nội
8437,2019-08-22,28.0,24.5,26.4,18.3,18.3,9.2,Ha Noi,Hà Nội
8438,2019-08-23,29.3,24.6,26.4,11.7,11.7,14.1,Ha Noi,Hà Nội
8439,2019-08-24,32.2,24.8,27.1,10.7,10.7,12.2,Ha Noi,Hà Nội
8440,2019-08-25,32.8,24.4,28.3,2.0,2.0,10.2,Ha Noi,Hà Nội
8441,2019-08-26,32.0,25.5,28.4,0.4,0.4,12.0,Ha Noi,Hà Nội
8442,2019-08-27,31.0,26.0,27.8,9.8,9.8,11.0,Ha Noi,Hà Nội
8443,2019-08-28,31.0,25.0,27.8,7.4,7.4,11.2,Ha Noi,Hà Nội
8444,2019-08-29,33.6,26.2,28.8,24.6,24.6,23.1,Ha Noi,Hà Nội
8445,2019-08-30,27.8,25.2,26.2,35.4,35.4,22.6,Ha Noi,Hà Nội
8446,2019-08-31,28.1,24.5,26.1,8.7,8.7,11.2,Ha Noi,Hà Nội
8447,2019-09-01,27.5,24.1,25.6,15.2,15.2,12.9,Ha Noi,Hà Nội
8448,2019-09-02,30.5,24.8,26.9,7.4,7.4,23.1,Ha Noi,Hà Nội
8449,2019-09-03,30.5,24.1,27.0,5.0,5.0,23.7,Ha Noi,Hà Nội
8450,2019-09-04,28.5,25.5,27.1,4.2,4.2,24.6,Ha Noi,Hà Nội
8451,2019-09-05,31.6,26.0,28.0,4.0,4.0,16.6,Ha Noi,Hà Nội
8452,2019-09-06,33.2,24.9,28.9,0.2,0.2,9.8,Ha Noi,Hà Nội
8453,2019-09-07,33.2,25.8,29.2,1.0,1.0,11.3,Ha Noi,Hà Nội
8454,2019-09-08,34.2,27.0,29.9,13.9,13.9,13.1,Ha Noi,Hà Nội
8455,2019-09-09,33.7,26.8,29.4,60.4,60.4,9.6,Ha Noi,Hà Nội
8456,2019-09-10,31.0,26.5,28.5,11.5,11.5,14.7,Ha Noi,Hà Nội
8457,2019-09-11,30.2,25.1,27.2,20.4,20.4,16.8,Ha Noi,Hà Nội
8458,2019-09-12,30.1,24.5,27.0,7.5,7.5,7.9,Ha Noi,Hà Nội
8459,2019-09-13,31.9,24.5,27.9,0.4,0.4,8.2,Ha Noi,Hà Nội
8460,2019-09-14,32.2,24.4,28.1,0.1,0.1,8.0,Ha Noi,Hà Nội
8461,2019-09-15,32.5,24.2,28.6,0.0,0.0,7.7,Ha Noi,Hà Nội
8462,2019-09-16,31.6,25.2,28.1,1.5,1.5,7.5,Ha Noi,Hà Nội
8463,2019-09-17,31.5,25.6,28.2,7.7,7.7,7.2,Ha Noi,Hà Nội
8464,2019-09-18,29.4,25.0,27.1,21.7,21.7,13.4,Ha Noi,Hà Nội
8465,2019-09-19,30.1,24.3,26.5,9.4,9.4,15.6,Ha Noi,Hà Nội
8466,2019-09-20,30.6,24.5,26.7,2.0,2.0,13.3,Ha Noi,Hà Nội
8467,2019-09-21,30.0,24.1,26.8,0.0,0.0,19.8,Ha Noi,Hà Nội
8468,2019-09-22,29.4,23.4,25.9,0.0,0.0,18.0,Ha Noi,Hà Nội
8469,2019-09-23,30.0,20.8,25.3,0.0,0.0,14.4,Ha Noi,Hà Nội
8470,2019-09-24,30.2,20.8,25.6,0.0,0.0,14.2,Ha Noi,Hà Nội
8471,2019-09-25,30.5,21.6,26.0,0.0,0.0,13.0,Ha Noi,Hà Nội
8472,2019-09-26,30.9,21.5,26.2,0.0,0.0,11.6,Ha Noi,Hà Nội
8473,2019-09-27,30.4,22.1,25.8,0.0,0.0,13.2,Ha Noi,Hà Nội
8474,2019-09-28,31.1,21.7,26.3,0.0,0.0,10.9,Ha Noi,Hà Nội
8475,2019-09-29,32.0,21.5,26.7,0.0,0.0,11.3,Ha Noi,Hà Nội
8476,2019-09-30,32.3,21.1,26.7,0.0,0.0,12.5,Ha Noi,Hà Nội
8477,2019-10-01,32.3,21.5,26.6,0.0,0.0,15.2,Ha Noi,Hà Nội
8478,2019-10-02,31.2,23.5,27.2,2.0,2.0,13.0,Ha Noi,Hà Nội
8479,2019-10-03,30.0,23.7,26.3,12.9,12.9,13.0,Ha Noi,Hà Nội
8480,2019-10-04,29.8,23.6,26.1,13.8,13.8,8.8,Ha Noi,Hà Nội
8481,2019-10-05,30.0,23.1,26.1,4.5,4.5,12.8,Ha Noi,Hà Nội
8482,2019-10-06,29.9,23.4,26.0,1.2,1.2,10.4,Ha Noi,Hà Nội
8483,2019-10-07,31.3,22.6,26.0,2.9,2.9,13.6,Ha Noi,Hà Nội
8484,2019-10-08,27.3,23.2,24.9,44.5,44.5,15.3,Ha Noi,Hà Nội
8485,2019-10-09,28.0,23.3,25.0,13.9,13.9,9.3,Ha Noi,Hà Nội
8486,2019-10-10,30.3,22.7,26.0,3.6,3.6,9.2,Ha Noi,Hà Nội
8487,2019-10-11,30.4,23.9,26.8,1.9,1.9,13.0,Ha Noi,Hà Nội
8488,2019-10-12,31.0,24.0,26.8,4.6,4.6,13.9,Ha Noi,Hà Nội
8489,2019-10-13,30.1,23.8,26.4,2.0,2.0,10.9,Ha Noi,Hà Nội
8490,2019-10-14,27.9,23.1,25.0,5.9,5.9,12.6,Ha Noi,Hà Nội
8491,2019-10-15,27.5,21.8,24.1,12.9,12.9,16.9,Ha Noi,Hà Nội
8492,2019-10-16,28.6,22.2,24.8,4.6,4.6,12.0,Ha Noi,Hà Nội
8493,2019-10-17,27.6,22.6,24.9,5.6,5.6,11.9,Ha Noi,Hà Nội
8494,2019-10-18,26.2,21.8,23.5,0.3,0.3,19.1,Ha Noi,Hà Nội
8495,2019-10-19,28.4,20.7,24.1,0.0,0.0,15.0,Ha Noi,Hà Nội
8496,2019-10-20,27.8,21.0,24.6,2.1,2.1,9.4,Ha Noi,Hà Nội
8497,2019-10-21,28.8,22.5,25.2,1.3,1.3,12.1,Ha Noi,Hà Nội
8498,2019-10-22,30.1,23.1,26.3,0.0,0.0,18.0,Ha Noi,Hà Nội
8499,2019-10-23,30.4,25.0,27.0,3.8,3.8,14.1,Ha Noi,Hà Nội
8500,2019-10-24,25.8,21.8,23.1,48.6,48.6,19.5,Ha Noi,Hà Nội
8501,2019-10-25,26.3,20.7,23.3,3.4,3.4,12.3,Ha Noi,Hà Nội
8502,2019-10-26,28.3,22.1,24.8,3.7,3.7,14.2,Ha Noi,Hà Nội
8503,2019-10-27,28.0,23.2,25.3,4.9,4.9,17.3,Ha Noi,Hà Nội
8504,2019-10-28,25.9,19.4,22.5,3.7,3.7,23.0,Ha Noi,Hà Nội
8505,2019-10-29,25.8,18.7,21.9,0.7,0.7,19.8,Ha Noi,Hà Nội
8506,2019-10-30,26.0,16.4,20.9,0.0,0.0,14.1,Ha Noi,Hà Nội
8507,2019-10-31,25.0,16.6,20.9,0.4,0.4,17.0,Ha Noi,Hà Nội
8508,2019-11-01,21.4,18.5,19.8,15.6,15.6,17.4,Ha Noi,Hà Nội
8509,2019-11-02,25.4,19.5,21.8,4.4,4.4,16.8,Ha Noi,Hà Nội
8510,2019-11-03,27.9,21.0,23.8,0.3,0.3,18.0,Ha Noi,Hà Nội
8511,2019-11-04,26.8,19.9,23.2,0.0,0.0,18.0,Ha Noi,Hà Nội
8512,2019-11-05,26.1,18.2,21.7,0.0,0.0,11.3,Ha Noi,Hà Nội
8513,2019-11-06,26.8,17.1,22.2,0.0,0.0,9.5,Ha Noi,Hà Nội
8514,2019-11-07,27.0,19.6,22.7,0.0,0.0,13.4,Ha Noi,Hà Nội
8515,2019-11-08,25.5,17.9,21.4,0.0,0.0,13.2,Ha Noi,Hà Nội
8516,2019-11-09,26.4,16.7,21.0,0.0,0.0,9.2,Ha Noi,Hà Nội
8517,2019-11-10,26.3,16.5,21.0,0.0,0.0,13.6,Ha Noi,Hà Nội
8518,2019-11-11,27.3,17.4,22.0,0.0,0.0,11.4,Ha Noi,Hà Nội
8519,2019-11-12,25.1,19.8,22.5,1.7,1.7,8.4,Ha Noi,Hà Nội
8520,2019-11-13,28.0,21.6,24.1,11.8,11.8,18.6,Ha Noi,Hà Nội
8521,2019-11-14,21.6,18.5,19.9,2.6,2.6,21.3,Ha Noi,Hà Nội
8522,2019-11-15,26.3,16.5,21.6,0.1,0.1,9.2,Ha Noi,Hà Nội
8523,2019-11-16,28.0,19.6,23.8,0.0,0.0,19.3,Ha Noi,Hà Nội
8524,2019-11-17,28.6,23.3,25.6,1.1,1.1,19.6,Ha Noi,Hà Nội
8525,2019-11-18,28.4,17.6,22.9,14.6,14.6,27.4,Ha Noi,Hà Nội
8526,2019-11-19,20.2,16.1,17.5,0.2,0.2,18.6,Ha Noi,Hà Nội
8527,2019-11-20,24.3,16.4,19.9,0.0,0.0,12.9,Ha Noi,Hà Nội
8528,2019-11-21,25.7,16.8,20.7,0.0,0.0,10.1,Ha Noi,Hà Nội
8529,2019-11-22,26.0,16.7,21.2,0.0,0.0,11.5,Ha Noi,Hà Nội
8530,2019-11-23,27.7,18.9,22.7,0.0,0.0,13.0,Ha Noi,Hà Nội
8531,2019-11-24,27.0,20.2,23.1,1.0,1.0,12.1,Ha Noi,Hà Nội
