time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,rain_sum,wind_speed_10m_max,city,official_name,Month,is_train,humidity_avg,pressure_avg
1/01/2009,17.3,13.4,15.1,0,0,11.2,Hanoi,Hanoi,1,1,70,1025
2/01/2009,17.6,12.2,14.8,0,0,9.7,Hanoi,Hanoi,1,1,65,1025
3/01/2009,18.3,10.8,14.4,0,0,8.1,Hanoi,Hanoi,1,1,74,1022
4/01/2009,20.6,12.4,16.2,0,0,10.5,Hanoi,Hanoi,1,1,81,1018
5/01/2009,22.6,14.1,17.6,0.1,0.1,11.1,Hanoi,Hanoi,1,1,90,1017
6/01/2009,22.8,16.3,18.8,2.9,2.9,10.7,Hanoi,Hanoi,1,1,88,1018
7/01/2009,17.2,13.7,15.1,0,0,12.7,Hanoi,Hanoi,1,1,85,1023
8/01/2009,16.3,13,14.1,0,0,11.9,Hanoi,Hanoi,1,1,78,1026
9/01/2009,18.3,10.5,14.5,0,0,16.6,Hanoi,Hanoi,1,1,61,1029
10/01/2009,17.7,7.8,12.4,0,0,12.4,Hanoi,Hanoi,1,1,50,1027
11/01/2009,18.9,5.9,12.7,0,0,9.8,Hanoi,Hanoi,1,1,46,1024
12/01/2009,20.3,6.4,13.3,0,0,8.5,Hanoi,Hanoi,1,1,51,1028
13/01/2009,18.7,7.7,13.1,0,0,10.8,Hanoi,Hanoi,1,1,45,1030
14/01/2009,18.8,6.2,12.9,0,0,8.1,Hanoi,Hanoi,1,1,45,1029
15/01/2009,19.4,6.6,13.1,0,0,8.7,Hanoi,Hanoi,1,1,41,1027
16/01/2009,20.5,8.4,14,0,0,8.7,Hanoi,Hanoi,1,1,51,1024
17/01/2009,22.1,10.4,15.6,0,0,13,Hanoi,Hanoi,1,1,66,1020
18/01/2009,19.3,13.7,16.7,0.5,0.5,8.1,Hanoi,Hanoi,1,1,84,1018
19/01/2009,23.7,16.7,19.2,1.4,1.4,15.3,Hanoi,Hanoi,1,1,80,1015
20/01/2009,24.1,17.1,19.6,2,2,12.5,Hanoi,Hanoi,1,1,80,1014
21/01/2009,19.4,16.2,17.7,1.7,1.7,19.6,Hanoi,Hanoi,1,1,86,1018
22/01/2009,22.4,13.8,17.7,0,0,11.6,Hanoi,Hanoi,1,1,71,1015
23/01/2009,17.9,12.2,16.2,4.2,4.2,15.5,Hanoi,Hanoi,1,1,87,1018
24/01/2009,11.5,9.2,10.3,1.7,1.7,14.2,Hanoi,Hanoi,1,1,78,1025
25/01/2009,13.6,9.4,11.3,0,0,7,Hanoi,Hanoi,1,1,76,1021
26/01/2009,12.1,10.6,11.4,0.3,0.3,13.4,Hanoi,Hanoi,1,1,85,1021
27/01/2009,15.8,10.3,12.8,0,0,7.3,Hanoi,Hanoi,1,1,82,1021
28/01/2009,17.7,9.8,14.1,0,0,10,Hanoi,Hanoi,1,1,80,1017
29/01/2009,17.2,12.1,14.9,0,0,10.1,Hanoi,Hanoi,1,1,84,1018
30/01/2009,22.3,9.1,15.6,0,0,10.3,Hanoi,Hanoi,1,1,72,1017
31/01/2009,22.9,10.7,16.4,0,0,15,Hanoi,Hanoi,1,1,75,1016
1/02/2009,20.2,12.9,17,0,0,6,Hanoi,Hanoi,2,1,91,1018
2/02/2009,22.3,17.1,19.2,0.5,0.5,8.4,Hanoi,Hanoi,2,1,84,1017
3/02/2009,23.5,16.3,19.5,0,0,10.2,Hanoi,Hanoi,2,1,79,1016
4/02/2009,24.1,17.8,20.3,1.6,1.6,11.7,Hanoi,Hanoi,2,1,77,1016
5/02/2009,23.7,17.9,20.2,0.2,0.2,12.2,Hanoi,Hanoi,2,1,78,1017
6/02/2009,25.3,16.3,20.1,0,0,11,Hanoi,Hanoi,2,1,64,1018
7/02/2009,24.8,14,18.6,0,0,11.9,Hanoi,Hanoi,2,1,71,1017
8/02/2009,24.2,16.5,19.6,0,0,9.4,Hanoi,Hanoi,2,1,70,1018
9/02/2009,25.2,15.6,19.7,0,0,6.7,Hanoi,Hanoi,2,1,68,1018
10/02/2009,27.2,15.1,20.7,0,0,9.8,Hanoi,Hanoi,2,1,64,1017
11/02/2009,28.8,15,21.1,0,0,16.6,Hanoi,Hanoi,2,1,62,1012
12/02/2009,30.9,17.8,23.3,0,0,14.1,Hanoi,Hanoi,2,1,54,1005
13/02/2009,34.3,16.9,25.2,0,0,11.3,Hanoi,Hanoi,2,1,40,1004
14/02/2009,31.9,16.3,23.7,0,0,13.7,Hanoi,Hanoi,2,1,43,1006
15/02/2009,30.6,19.2,23.8,0,0,13,Hanoi,Hanoi,2,1,56,1008
16/02/2009,29.9,21.2,24.4,0.6,0.6,18.9,Hanoi,Hanoi,2,1,71,1012
17/02/2009,27.1,21.1,23.4,3.4,3.4,21.2,Hanoi,Hanoi,2,1,73,1014
18/02/2009,27.8,20.8,23,1.2,1.2,20.1,Hanoi,Hanoi,2,1,77,1013
19/02/2009,29.6,21.8,24.4,0.9,0.9,17.8,Hanoi,Hanoi,2,1,72,1011
20/02/2009,22.8,17.5,20.2,3.5,3.5,21.4,Hanoi,Hanoi,2,1,80,1016
21/02/2009,24.3,18,20.8,0.2,0.2,14.9,Hanoi,Hanoi,2,1,83,1012
22/02/2009,31.3,21.4,25.1,0,0,12,Hanoi,Hanoi,2,1,73,1006
23/02/2009,32.2,20.9,25.7,0,0,11.8,Hanoi,Hanoi,2,1,63,1007
24/02/2009,32.9,21.8,26.4,0,0,17,Hanoi,Hanoi,2,1,58,1008
25/02/2009,31.8,22.4,25.9,0,0,17.1,Hanoi,Hanoi,2,1,66,1009
26/02/2009,29.1,23.3,25.2,0.4,0.4,19.9,Hanoi,Hanoi,2,1,67,1010
27/02/2009,27.8,22.4,24.6,0.9,0.9,19.5,Hanoi,Hanoi,2,1,72,1011
28/02/2009,25,18.2,22,5.4,5.4,13.4,Hanoi,Hanoi,2,1,79,1014
1/03/2009,17.8,15.4,16.3,2.8,2.8,11.3,Hanoi,Hanoi,3,1,80,1017
2/03/2009,16.8,14.8,15.7,4.2,4.2,10.2,Hanoi,Hanoi,3,1,82,1017
3/03/2009,19.9,15.1,17.2,1.1,1.1,7.3,Hanoi,Hanoi,3,1,81,1015
4/03/2009,22.5,16.9,19.5,2.5,2.5,8.4,Hanoi,Hanoi,3,1,89,1010
5/03/2009,23.7,15.8,19.7,1.5,1.5,19.7,Hanoi,Hanoi,3,1,88,1010
6/03/2009,18.5,15.6,16.6,0.3,0.3,13,Hanoi,Hanoi,3,1,80,1016
7/03/2009,18.7,14.3,16.5,0,0,9.8,Hanoi,Hanoi,3,1,70,1017
8/03/2009,19.9,15.1,17.5,0,0,6.5,Hanoi,Hanoi,3,1,83,1014
9/03/2009,23.8,16.3,19.3,0.4,0.4,10.9,Hanoi,Hanoi,3,1,68,1017
10/03/2009,24.7,15.1,20.1,0,0,13,Hanoi,Hanoi,3,1,80,1012
11/03/2009,28.2,19.9,23.1,1,1,11.6,Hanoi,Hanoi,3,1,78,1009
12/03/2009,28.9,22.2,24.6,0.5,0.5,15,Hanoi,Hanoi,3,1,78,1010
13/03/2009,24,17.4,20.5,11.2,11.2,37.9,Hanoi,Hanoi,3,1,78,1018
14/03/2009,21.5,12.8,17,0,0,13.2,Hanoi,Hanoi,3,1,51,1024
15/03/2009,23,10.9,17,0,0,12.7,Hanoi,Hanoi,3,1,59,1018
16/03/2009,24.3,13.6,19.2,0,0,13.9,Hanoi,Hanoi,3,1,78,1014
17/03/2009,26.2,19.6,22.1,0.9,0.9,13.2,Hanoi,Hanoi,3,1,83,1011
18/03/2009,29,21.5,24.4,0,0,11.8,Hanoi,Hanoi,3,1,85,1010
19/03/2009,28.9,21.3,24.4,0.4,0.4,12.7,Hanoi,Hanoi,3,1,81,1011
20/03/2009,28.2,23,25,3.6,3.6,16.5,Hanoi,Hanoi,3,1,88,1011
21/03/2009,32.3,22.9,26.5,0,0,16,Hanoi,Hanoi,3,1,75,1008
22/03/2009,33.1,22,27.1,0,0,11.2,Hanoi,Hanoi,3,1,67,1007
23/03/2009,33.9,21.6,27.6,0,0,12.7,Hanoi,Hanoi,3,1,61,1008
24/03/2009,25.8,23.5,24.6,0.3,0.3,13.6,Hanoi,Hanoi,3,1,82,1011
25/03/2009,24,21.6,22.7,4.7,4.7,12.8,Hanoi,Hanoi,3,1,88,1014
26/03/2009,25.9,20.6,22.8,0.5,0.5,13.5,Hanoi,Hanoi,3,1,83,1012
27/03/2009,31.8,21.9,25.9,0,0,13.6,Hanoi,Hanoi,3,1,79,1010
28/03/2009,32.4,21.5,26.4,0.4,0.4,9.4,Hanoi,Hanoi,3,1,64,1009
29/03/2009,25.4,19.6,22.8,0.7,0.7,22,Hanoi,Hanoi,3,1,78,1013
30/03/2009,22.9,18,21.2,2,2,12.5,Hanoi,Hanoi,3,1,85,1015
31/03/2009,20,17.1,18.5,4,4,9.3,Hanoi,Hanoi,3,1,91,1017
1/04/2009,18.3,16.4,17.2,19.4,19.4,9.1,Hanoi,Hanoi,4,1,85,1017
2/04/2009,19.4,15.7,17.6,8.3,8.3,8.7,Hanoi,Hanoi,4,1,85,1016
3/04/2009,23.5,18,20.8,1.1,1.1,12.9,Hanoi,Hanoi,4,1,83,1014
4/04/2009,28.1,21.2,24.1,0.4,0.4,11.6,Hanoi,Hanoi,4,1,82,1013
5/04/2009,22.7,19.8,21.3,7.5,7.5,17.1,Hanoi,Hanoi,4,1,89,1016
6/04/2009,23.8,18.5,20.6,0,0,9.2,Hanoi,Hanoi,4,1,67,1015
7/04/2009,25.2,16.7,21,0,0,11.8,Hanoi,Hanoi,4,1,71,1014
8/04/2009,25.2,18.4,21.9,0.6,0.6,12.8,Hanoi,Hanoi,4,1,82,1013
9/04/2009,28.1,21.1,24,0.3,0.3,17.9,Hanoi,Hanoi,4,1,78,1012
10/04/2009,28.1,22.4,24.5,6.3,6.3,17.3,Hanoi,Hanoi,4,1,85,1012
11/04/2009,29.2,22.8,25,2.4,2.4,18.8,Hanoi,Hanoi,4,1,83,1011
12/04/2009,30.9,23.3,26.3,0,0,13.7,Hanoi,Hanoi,4,1,81,1008
13/04/2009,31.1,22.9,25.9,2.8,2.8,10.5,Hanoi,Hanoi,4,1,76,1006
14/04/2009,30.2,23.3,26,3.5,3.5,10.2,Hanoi,Hanoi,4,1,75,1008
15/04/2009,29.3,23.1,26,0,0,12.1,Hanoi,Hanoi,4,1,77,1006
16/04/2009,31,23.1,26.7,0,0,9,Hanoi,Hanoi,4,1,71,1003
17/04/2009,30.3,23.5,26.6,0,0,17.6,Hanoi,Hanoi,4,1,76,1003
18/04/2009,33.5,24.5,28.4,0,0,14.9,Hanoi,Hanoi,4,1,73,1003
19/04/2009,35.2,24.5,29.7,0.4,0.4,13.2,Hanoi,Hanoi,4,1,51,1002
20/04/2009,31.4,23.5,27.4,3.8,3.8,15.2,Hanoi,Hanoi,4,1,55,1006
21/04/2009,30.9,22.1,26.7,0,0,11.2,Hanoi,Hanoi,4,1,54,1006
22/04/2009,31.3,22.7,26.6,0,0,17.7,Hanoi,Hanoi,4,1,62,1006
23/04/2009,32.7,24.2,27.7,0,0,14.3,Hanoi,Hanoi,4,1,66,1005
24/04/2009,33.2,24.7,28.5,11.1,11.1,15,Hanoi,Hanoi,4,1,68,1005
25/04/2009,27,21.6,23.8,15.7,15.7,15,Hanoi,Hanoi,4,1,64,1012
26/04/2009,28.3,20.2,24.1,0,0,14.1,Hanoi,Hanoi,4,1,51,1014
27/04/2009,27.4,18.7,23.4,0,0,15,Hanoi,Hanoi,4,1,67,1013
28/04/2009,25.1,22,23.4,3,3,13.8,Hanoi,Hanoi,4,1,79,1013
29/04/2009,25.6,22.4,23.4,20.7,20.7,13.3,Hanoi,Hanoi,4,1,95,1013
30/04/2009,25.7,22.1,23.8,2.2,2.2,18.2,Hanoi,Hanoi,4,1,90,1013
1/05/2009,27.5,21.4,24,0.5,0.5,15.3,Hanoi,Hanoi,5,1,81,1014
2/05/2009,28.5,21,24.7,0,0,11.5,Hanoi,Hanoi,5,1,67,1015
3/05/2009,29,21.8,24.9,0,0,9.6,Hanoi,Hanoi,5,1,61,1015
4/05/2009,29.7,19.8,24.8,0.1,0.1,13.4,Hanoi,Hanoi,5,1,63,1013
5/05/2009,30.2,21.4,25.1,0,0,15.3,Hanoi,Hanoi,5,1,68,1011
6/05/2009,28.2,22.8,25.3,2.7,2.7,14.9,Hanoi,Hanoi,5,1,68,1009
7/05/2009,28.5,23.3,25.5,8.8,8.8,20.4,Hanoi,Hanoi,5,1,83,1007
8/05/2009,27,23.7,24.9,13.4,13.4,19.3,Hanoi,Hanoi,5,1,88,1006
9/05/2009,27.9,23.6,25.3,7,7,19.1,Hanoi,Hanoi,5,1,93,1005
10/05/2009,30.3,24.7,26.8,4.4,4.4,17.4,Hanoi,Hanoi,5,1,92,1006
11/05/2009,29.4,24.7,26.6,9,9,15.2,Hanoi,Hanoi,5,1,89,1008
12/05/2009,29.7,24.6,26.9,1.9,1.9,17.2,Hanoi,Hanoi,5,1,88,1009
13/05/2009,30.8,23.7,26.7,1.9,1.9,14.5,Hanoi,Hanoi,5,1,88,1008
14/05/2009,30.5,24.1,26.5,2.9,2.9,16.4,Hanoi,Hanoi,5,1,91,1008
15/05/2009,28.4,24.1,25.5,13.5,13.5,17.6,Hanoi,Hanoi,5,1,94,1009
16/05/2009,29.8,24.7,26.7,15.3,15.3,14.7,Hanoi,Hanoi,5,1,94,1010
17/05/2009,30.9,25.4,27.2,10.1,10.1,13.8,Hanoi,Hanoi,5,1,96,1010
18/05/2009,30.4,25.5,27.2,3,3,11.8,Hanoi,Hanoi,5,1,92,1008
19/05/2009,33.2,25,27.8,27.6,27.6,10,Hanoi,Hanoi,5,1,89,1006
20/05/2009,29,23.4,26,27.2,27.2,16.6,Hanoi,Hanoi,5,1,92,1006
21/05/2009,27.6,23.7,25.4,8.1,8.1,9.4,Hanoi,Hanoi,5,1,94,1009
22/05/2009,28.6,23,25,12.7,12.7,9.8,Hanoi,Hanoi,5,1,92,1009
23/05/2009,30.6,23.1,26.2,3.5,3.5,10.3,Hanoi,Hanoi,5,1,86,1007
24/05/2009,31.6,24.4,27.9,0.3,0.3,10.2,Hanoi,Hanoi,5,1,87,1006
25/05/2009,32.2,24.1,27.7,0.2,0.2,13.5,Hanoi,Hanoi,5,1,84,1006
26/05/2009,31.5,25.2,27.8,0.8,0.8,10.4,Hanoi,Hanoi,5,1,88,1005
27/05/2009,32.1,25.1,28.2,0.2,0.2,15.3,Hanoi,Hanoi,5,1,88,1003
28/05/2009,30.2,25.5,27.5,27.6,27.6,22,Hanoi,Hanoi,5,1,90,1005
29/05/2009,25.3,22.9,23.6,39,39,21.3,Hanoi,Hanoi,5,1,90,1011
30/05/2009,29,22.9,25.6,0,0,12.6,Hanoi,Hanoi,5,1,80,1012
31/05/2009,30.4,23.4,26.5,0,0,12.4,Hanoi,Hanoi,5,1,77,1009
1/06/2009,32.2,24,27.4,4,4,14.3,Hanoi,Hanoi,6,1,86,1005
2/06/2009,32.8,25.2,28.7,44.5,44.5,10.5,Hanoi,Hanoi,6,1,88,1001
3/06/2009,27.7,23,24.8,12.7,12.7,15.1,Hanoi,Hanoi,6,1,84,1001
4/06/2009,31.6,20.9,26.5,0,0,8.9,Hanoi,Hanoi,6,1,78,1002
5/06/2009,31.3,23.3,27.1,0.3,0.3,9.1,Hanoi,Hanoi,6,1,78,1003
6/06/2009,31.7,24.5,27.6,8.7,8.7,10.8,Hanoi,Hanoi,6,1,83,1002
7/06/2009,34.1,26.4,29.4,1.6,1.6,14.9,Hanoi,Hanoi,6,1,79,1001
8/06/2009,36,26.7,30.7,0,0,13.8,Hanoi,Hanoi,6,1,75,1001
9/06/2009,35.2,27.4,31,0,0,10.7,Hanoi,Hanoi,6,1,77,1003
10/06/2009,34,26.4,30.1,9,9,13.1,Hanoi,Hanoi,6,1,76,1004
11/06/2009,31.7,24.9,27.4,18,18,10.7,Hanoi,Hanoi,6,1,86,1004
12/06/2009,33.6,26.3,29.6,0,0,8.9,Hanoi,Hanoi,6,1,79,1003
13/06/2009,31.6,26,28.5,4.4,4.4,12.2,Hanoi,Hanoi,6,1,78,1004
14/06/2009,32.3,25.6,28.4,18.5,18.5,10.5,Hanoi,Hanoi,6,1,77,1003
15/06/2009,31,24.7,27.4,10.3,10.3,9.5,Hanoi,Hanoi,6,1,85,1003
16/06/2009,29.7,24.9,26.6,4.2,4.2,8.8,Hanoi,Hanoi,6,1,89,1004
17/06/2009,29.7,24.8,27,2.9,2.9,8.3,Hanoi,Hanoi,6,1,88,1005
18/06/2009,33.3,24.8,28.9,0.7,0.7,8.9,Hanoi,Hanoi,6,1,83,1003
19/06/2009,34.9,27,30.6,0,0,12.4,Hanoi,Hanoi,6,1,76,1001
20/06/2009,35.6,26.9,31.4,0.1,0.1,11.1,Hanoi,Hanoi,6,1,73,1001
21/06/2009,35.8,27.3,31.7,0,0,11.3,Hanoi,Hanoi,6,1,70,1001
22/06/2009,35.5,27.7,31.3,1.4,1.4,10.5,Hanoi,Hanoi,6,1,71,1001
23/06/2009,32.1,26.3,28.9,0.6,0.6,11.3,Hanoi,Hanoi,6,1,82,1003
24/06/2009,33.5,26.9,29.7,4.2,4.2,12.1,Hanoi,Hanoi,6,1,82,1004
25/06/2009,34.1,26.7,30.3,0,0,8.4,Hanoi,Hanoi,6,1,76,1002
26/06/2009,30.8,27.1,28.7,7.1,7.1,9,Hanoi,Hanoi,6,1,89,1002
27/06/2009,31.7,26.1,28.5,9.4,9.4,10.5,Hanoi,Hanoi,6,1,82,1002
28/06/2009,32.1,26.2,29.1,0,0,13.8,Hanoi,Hanoi,6,1,80,1002
29/06/2009,33.2,26.7,29.6,0,0,15.3,Hanoi,Hanoi,6,1,79,1003
30/06/2009,33.7,26.9,29.8,2.4,2.4,12,Hanoi,Hanoi,6,1,80,1004
1/07/2009,33.5,26.2,29.5,0.7,0.7,8.6,Hanoi,Hanoi,7,1,85,1006
2/07/2009,34.1,26.5,30.2,0.6,0.6,10.1,Hanoi,Hanoi,7,1,75,1005
3/07/2009,33.8,27.3,30,0,0,10.5,Hanoi,Hanoi,7,1,83,1003
4/07/2009,28.8,25.4,26.5,29.3,29.3,14.1,Hanoi,Hanoi,7,1,96,1002
5/07/2009,27.7,24.9,26.1,18.2,18.2,14.3,Hanoi,Hanoi,7,1,92,1003
6/07/2009,27.6,24.1,25.7,13.1,13.1,15.4,Hanoi,Hanoi,7,1,94,1006
7/07/2009,31.6,24.4,26.8,21.9,21.9,10.2,Hanoi,Hanoi,7,1,84,1007
8/07/2009,32.9,25.1,28.5,2,2,11.9,Hanoi,Hanoi,7,1,83,1006
9/07/2009,33.2,25.5,29.2,0.4,0.4,10.2,Hanoi,Hanoi,7,1,82,1005
10/07/2009,33.7,26.4,29.8,0.3,0.3,9.2,Hanoi,Hanoi,7,1,78,1003
11/07/2009,33.6,26.7,29.8,3.4,3.4,8,Hanoi,Hanoi,7,1,79,1001
12/07/2009,31.6,26.4,28,57.9,57.9,14.7,Hanoi,Hanoi,7,1,86,1001
13/07/2009,29.5,25.2,27.2,30.7,30.7,19.6,Hanoi,Hanoi,7,1,93,1003
14/07/2009,32,24.7,28,3.2,3.2,8.6,Hanoi,Hanoi,7,1,87,1004
15/07/2009,33.6,26.2,29.2,0.6,0.6,10.6,Hanoi,Hanoi,7,1,84,1004
16/07/2009,31.1,25.7,27.8,12,12,7.6,Hanoi,Hanoi,7,1,86,1003
17/07/2009,28.6,25.2,26.5,22.7,22.7,12.4,Hanoi,Hanoi,7,1,95,1002
18/07/2009,32.3,25.1,28.5,2.2,2.2,6.8,Hanoi,Hanoi,7,1,85,1003
19/07/2009,35.4,25.6,30.3,1,1,10.3,Hanoi,Hanoi,7,1,81,1000
20/07/2009,30.5,26.4,28.2,20.6,20.6,7.3,Hanoi,Hanoi,7,1,90,1003
21/07/2009,31.9,25.4,27.8,7,7,9.2,Hanoi,Hanoi,7,1,93,1007
22/07/2009,31.9,25.7,28.4,0.3,0.3,11.4,Hanoi,Hanoi,7,1,88,1005
23/07/2009,32.8,26.2,29.3,0.5,0.5,11,Hanoi,Hanoi,7,1,86,1003
24/07/2009,34.3,27.1,30.6,0,0,9.7,Hanoi,Hanoi,7,1,84,1002
25/07/2009,34.8,27.1,30.5,5.8,5.8,8.6,Hanoi,Hanoi,7,1,84,1002
26/07/2009,33.1,26.6,29.4,0,0,8.7,Hanoi,Hanoi,7,1,85,1002
27/07/2009,34.6,27.3,30.8,0,0,14.4,Hanoi,Hanoi,7,1,77,1001
28/07/2009,29.3,27.2,28.5,5.2,5.2,7.6,Hanoi,Hanoi,7,1,89,1002
29/07/2009,31.5,25.6,27.8,24.6,24.6,8.9,Hanoi,Hanoi,7,1,85,1003
30/07/2009,31.9,25.9,27.8,9.3,9.3,10.4,Hanoi,Hanoi,7,1,82,1002
31/07/2009,30.2,25.4,27.2,14.3,14.3,10.4,Hanoi,Hanoi,7,1,91,1001
1/08/2009,30.1,25.3,26.7,30.3,30.3,10.5,Hanoi,Hanoi,8,1,96,1003
2/08/2009,32.6,25.4,28.6,2.6,2.6,7.6,Hanoi,Hanoi,8,1,89,1002
3/08/2009,34,25.7,29.7,0,0,10.8,Hanoi,Hanoi,8,1,81,1000
4/08/2009,35.1,26.9,30.7,1.5,1.5,9.4,Hanoi,Hanoi,8,1,83,999
5/08/2009,33.2,27.5,30.1,4.5,4.5,11.7,Hanoi,Hanoi,8,1,85,999
6/08/2009,32.8,25.7,29,27.5,27.5,12.7,Hanoi,Hanoi,8,1,85,999
7/08/2009,32.6,26.7,29.6,7.8,7.8,12.7,Hanoi,Hanoi,8,1,91,998
8/08/2009,34.2,27.9,30,5.1,5.1,12.9,Hanoi,Hanoi,8,1,87,998
9/08/2009,34.5,27.6,30.2,1.5,1.5,8.9,Hanoi,Hanoi,8,1,82,998
10/08/2009,34.8,27.3,30.3,2.4,2.4,9.6,Hanoi,Hanoi,8,1,87,1001
11/08/2009,32.2,27.1,28.8,7.3,7.3,6.9,Hanoi,Hanoi,8,1,88,1005
12/08/2009,32.8,26,28.6,0.5,0.5,8.7,Hanoi,Hanoi,8,1,87,1005
13/08/2009,31.5,25.4,26.9,17.3,17.3,7.1,Hanoi,Hanoi,8,1,94,1005
14/08/2009,30,24.6,27,10.4,10.4,8.9,Hanoi,Hanoi,8,1,92,1007
15/08/2009,32.2,24.6,27.3,17.1,17.1,9.5,Hanoi,Hanoi,8,1,87,1008
16/08/2009,32.7,25.9,28.6,4,4,10.5,Hanoi,Hanoi,8,1,86,1008
17/08/2009,31.4,26.1,28.1,11.9,11.9,12.3,Hanoi,Hanoi,8,1,88,1010
18/08/2009,32.4,25.5,28.2,4.6,4.6,12.3,Hanoi,Hanoi,8,1,87,1010
19/08/2009,32.7,25.9,28.8,2.7,2.7,12.2,Hanoi,Hanoi,8,1,86,1010
20/08/2009,32.8,26.1,29.2,0.3,0.3,10.3,Hanoi,Hanoi,8,1,85,1008
21/08/2009,32.9,26.8,29.3,1.1,1.1,11.2,Hanoi,Hanoi,8,1,85,1006
22/08/2009,29.9,23.6,26.6,18.1,18.1,9.4,Hanoi,Hanoi,8,1,89,1007
23/08/2009,31.8,24.9,28.2,0.9,0.9,6.4,Hanoi,Hanoi,8,1,84,1009
24/08/2009,33,25.3,29,0,0,6.6,Hanoi,Hanoi,8,1,82,1009
25/08/2009,32.8,24.6,28.7,0,0,8.6,Hanoi,Hanoi,8,1,78,1009
26/08/2009,33.2,25.7,29.1,0,0,10.2,Hanoi,Hanoi,8,1,75,1008
27/08/2009,33.3,25.8,29.1,0,0,10.4,Hanoi,Hanoi,8,1,75,1008
28/08/2009,32.7,25.9,28.9,0.7,0.7,12.9,Hanoi,Hanoi,8,1,84,1008
29/08/2009,32.2,26.2,28.9,2,2,10.9,Hanoi,Hanoi,8,1,85,1008
30/08/2009,30.3,24.6,27.1,24.8,24.8,13.6,Hanoi,Hanoi,8,1,87,1009
31/08/2009,31.9,24.5,27.1,7.2,7.2,10.5,Hanoi,Hanoi,8,1,91,1010
1/09/2009,30.8,24.6,26.9,1.9,1.9,6.3,Hanoi,Hanoi,9,1,87,1010
2/09/2009,31.7,24.7,27.7,2.9,2.9,7.4,Hanoi,Hanoi,9,1,87,1008
3/09/2009,32.3,24.6,28.1,0,0,12.1,Hanoi,Hanoi,9,1,84,1007
4/09/2009,32.9,25.2,28.5,0.6,0.6,12.3,Hanoi,Hanoi,9,1,81,1006
5/09/2009,32.4,24.9,28.5,0,0,10.4,Hanoi,Hanoi,9,1,79,1005
6/09/2009,32.9,25.2,28.9,0,0,9.7,Hanoi,Hanoi,9,1,80,1005
7/09/2009,33.2,25.3,28.9,0,0,8.3,Hanoi,Hanoi,9,1,77,1007
8/09/2009,33.4,24.9,29,0.4,0.4,6.3,Hanoi,Hanoi,9,1,75,1008
9/09/2009,34,25.1,29.2,0,0,10.7,Hanoi,Hanoi,9,1,73,1008
10/09/2009,32.9,24.9,28.6,0,0,10.9,Hanoi,Hanoi,9,1,74,1007
11/09/2009,32.2,26.5,28.2,10,10,15.6,Hanoi,Hanoi,9,1,81,1006
12/09/2009,28.9,25.3,26.5,49.2,49.2,30.1,Hanoi,Hanoi,9,1,97,1007
13/09/2009,31,24.6,26.9,15.8,15.8,6.6,Hanoi,Hanoi,9,1,94,1009
14/09/2009,32.7,25.4,28.8,0,0,5.5,Hanoi,Hanoi,9,1,84,1007
15/09/2009,34.5,25.6,29.2,25.9,25.9,15.6,Hanoi,Hanoi,9,1,83,1003
16/09/2009,27.1,24.9,25.8,50.3,50.3,7.9,Hanoi,Hanoi,9,1,95,1006
17/09/2009,30,24.8,26.7,10.7,10.7,4.1,Hanoi,Hanoi,9,1,94,1010
18/09/2009,32.5,24.6,28.2,0.2,0.2,12.6,Hanoi,Hanoi,9,1,87,1010
19/09/2009,34,25.6,29.6,0,0,11.3,Hanoi,Hanoi,9,1,82,1008
20/09/2009,34.5,26.1,30.4,0,0,9.7,Hanoi,Hanoi,9,1,79,1008
21/09/2009,28.2,24.5,26.2,23.4,23.4,14,Hanoi,Hanoi,9,1,89,1011
22/09/2009,28.6,24.3,25.8,1.2,1.2,10.1,Hanoi,Hanoi,9,1,84,1012
23/09/2009,30.8,23,26.9,0,0,6.8,Hanoi,Hanoi,9,1,78,1009
24/09/2009,31,24.2,27.2,2.8,2.8,10.1,Hanoi,Hanoi,9,1,82,1010
25/09/2009,29,24.8,26.3,16.9,16.9,11.9,Hanoi,Hanoi,9,1,95,1009
26/09/2009,31,24,26.5,8.4,8.4,12.4,Hanoi,Hanoi,9,1,94,1010
27/09/2009,31.8,24.6,27.7,1.3,1.3,14.9,Hanoi,Hanoi,9,1,90,1009
28/09/2009,31.9,24.6,27.8,0,0,21.2,Hanoi,Hanoi,9,1,78,1007
29/09/2009,29,25.6,26.7,0,0,19.6,Hanoi,Hanoi,9,1,84,1007
30/09/2009,27.2,22.8,24,19.4,19.4,16.4,Hanoi,Hanoi,9,1,88,1009
1/10/2009,26.2,22.6,23.9,17.8,17.8,11.9,Hanoi,Hanoi,10,1,95,1012
2/10/2009,30.5,23.1,26.3,0.2,0.2,9.7,Hanoi,Hanoi,10,1,91,1013
3/10/2009,31.2,23.6,27.4,0.6,0.6,8.7,Hanoi,Hanoi,10,1,81,1011
4/10/2009,31.7,23.2,27.6,0,0,8.1,Hanoi,Hanoi,10,1,78,1012
5/10/2009,31.4,23.9,27.4,0,0,10.7,Hanoi,Hanoi,10,1,75,1012
6/10/2009,31.7,21.1,26,0,0,7.6,Hanoi,Hanoi,10,1,66,1011
7/10/2009,31,20.2,25.4,0,0,8.9,Hanoi,Hanoi,10,1,68,1010
