time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,rain_sum,wind_speed_10m_max,city,official_name,Month,is_train,humidity_avg,pressure_avg
20/09/2015,31.1,25.1,27.8,1.4,1.4,9.1,Hanoi,Hanoi,9,1,83,1009
21/09/2015,28.1,24.3,25.8,21.6,21.6,9.5,Hanoi,Hanoi,9,1,86,1007
22/09/2015,28.1,24.4,25.9,8.9,8.9,8.8,Hanoi,Hanoi,9,1,85,1007
23/09/2015,30.6,24.6,27.1,6.6,6.6,8,Hanoi,Hanoi,9,1,83,1007
24/09/2015,32.9,25.4,28.8,0,0,11,Hanoi,Hanoi,9,1,78,1005
25/09/2015,33.4,25.6,29.3,2.9,2.9,9.2,Hanoi,Hanoi,9,1,80,1004
26/09/2015,31,24.6,27.1,16.7,16.7,10.2,Hanoi,Hanoi,9,1,81,1006
27/09/2015,31.7,25.7,27.7,5.8,5.8,7.8,Hanoi,Hanoi,9,1,79,1008
28/09/2015,32.4,25.5,28.4,0.9,0.9,9,Hanoi,Hanoi,9,1,75,1008
29/09/2015,32.7,24.7,28.9,1.7,1.7,8.9,Hanoi,Hanoi,9,1,71,1009
30/09/2015,32.1,25.1,28,4.8,4.8,8.1,Hanoi,Hanoi,9,1,72,1011
1/10/2015,32,25.1,27.9,9,9,9.8,Hanoi,Hanoi,10,1,70,1013
2/10/2015,29.7,24.5,26.1,4.8,4.8,11.3,Hanoi,Hanoi,10,1,74,1013
3/10/2015,30.2,24.4,26.5,1.6,1.6,7.4,Hanoi,Hanoi,10,1,72,1012
4/10/2015,31.4,24.9,27.4,2.9,2.9,18.4,Hanoi,Hanoi,10,1,71,1011
5/10/2015,28.8,23.4,26,0,0,11.9,Hanoi,Hanoi,10,1,75,1012
6/10/2015,29.3,22,25.4,0,0,6.8,Hanoi,Hanoi,10,1,70,1013
7/10/2015,30.4,23.6,26.9,0.1,0.1,8.8,Hanoi,Hanoi,10,1,74,1012
8/10/2015,29.3,24.6,26.5,1.5,1.5,10.7,Hanoi,Hanoi,10,1,74,1013
9/10/2015,26.2,20.8,23.9,7.9,7.9,15.2,Hanoi,Hanoi,10,1,79,1012
10/10/2015,20.7,19.6,20,8.8,8.8,15.5,Hanoi,Hanoi,10,1,87,1016
11/10/2015,23.8,20.3,21.4,0,0,12.9,Hanoi,Hanoi,10,1,83,1020
12/10/2015,26.3,19.7,22.4,0.2,0.2,11.6,Hanoi,Hanoi,10,1,64,1020
13/10/2015,26.7,19.9,22.9,0,0,11.2,Hanoi,Hanoi,10,1,58,1019
14/10/2015,27.1,20.4,23.4,0.2,0.2,8.3,Hanoi,Hanoi,10,1,60,1018
15/10/2015,29.6,20.1,24.8,0,0,7.4,Hanoi,Hanoi,10,1,61,1016
16/10/2015,29.9,20.8,25.3,0,0,6.7,Hanoi,Hanoi,10,1,65,1015
17/10/2015,30,21.4,25.8,0,0,8.7,Hanoi,Hanoi,10,1,67,1014
18/10/2015,30.6,21.7,26,0,0,7.3,Hanoi,Hanoi,10,1,63,1014
19/10/2015,30.7,20.3,25.5,0,0,7.2,Hanoi,Hanoi,10,1,61,1012
20/10/2015,30.7,22,26.2,0,0,6.8,Hanoi,Hanoi,10,1,59,1010
21/10/2015,30.4,22.9,26.3,0.2,0.2,10,Hanoi,Hanoi,10,1,65,1011
22/10/2015,30,22.5,25.9,1.1,1.1,8.1,Hanoi,Hanoi,10,1,63,1013
23/10/2015,29.9,21.2,25.5,0,0,10.7,Hanoi,Hanoi,10,1,59,1013
24/10/2015,29.9,20.2,25,0,0,9.3,Hanoi,Hanoi,10,1,66,1014
25/10/2015,29.6,20.9,25.2,0,0,8.4,Hanoi,Hanoi,10,1,68,1015
26/10/2015,30.5,21.9,25.9,0,0,11.7,Hanoi,Hanoi,10,1,69,1015
27/10/2015,30.4,22.4,26,0,0,12.5,Hanoi,Hanoi,10,1,72,1015
28/10/2015,32,23.4,27.1,0,0,15.3,Hanoi,Hanoi,10,1,72,1015
29/10/2015,31.8,23.9,27.1,0,0,15.3,Hanoi,Hanoi,10,1,75,1015
30/10/2015,30.3,23.4,26.2,2.8,2.8,10.7,Hanoi,Hanoi,10,1,77,1016
31/10/2015,27,20.2,23.5,7,7,18.4,Hanoi,Hanoi,10,1,79,1019
1/11/2015,20.6,18.3,19.6,2.5,2.5,17.7,Hanoi,Hanoi,11,1,80,1023
2/11/2015,25,18.8,21.4,0,0,9.6,Hanoi,Hanoi,11,1,70,1021
3/11/2015,26.1,17.9,22.1,0,0,6.7,Hanoi,Hanoi,11,1,66,1018
4/11/2015,27.4,20.1,23.5,0.9,0.9,6,Hanoi,Hanoi,11,1,75,1016
5/11/2015,27.8,22.3,24.5,0.2,0.2,9.5,Hanoi,Hanoi,11,1,80,1014
6/11/2015,29.7,23.2,25.4,6.3,6.3,10.8,Hanoi,Hanoi,11,1,77,1013
7/11/2015,28.3,22.9,25.1,2,2,11.6,Hanoi,Hanoi,11,1,79,1014
8/11/2015,28.8,23.5,25.5,10,10,7.7,Hanoi,Hanoi,11,1,79,1015
9/11/2015,28.4,22.8,25,10.4,10.4,8,Hanoi,Hanoi,11,1,79,1015
10/11/2015,27.5,22.3,24.3,5.7,5.7,8.7,Hanoi,Hanoi,11,1,83,1015
11/11/2015,29.2,23,25.3,0.6,0.6,12.6,Hanoi,Hanoi,11,1,81,1014
12/11/2015,29.2,20.8,24.8,3.9,3.9,14.7,Hanoi,Hanoi,11,1,81,1014
13/11/2015,20.5,18.7,19.5,27.1,27.1,15.3,Hanoi,Hanoi,11,1,85,1015
14/11/2015,22.6,19.5,20.7,0,0,6.3,Hanoi,Hanoi,11,1,83,1013
15/11/2015,29.5,20.9,24.9,0,0,13.2,Hanoi,Hanoi,11,1,83,1011
16/11/2015,31.1,24.6,27,0,0,16.5,Hanoi,Hanoi,11,1,81,1010
17/11/2015,32.2,24.9,27.5,0,0,13.9,Hanoi,Hanoi,11,1,74,1010
18/11/2015,30.2,24.8,26.7,0.4,0.4,11.4,Hanoi,Hanoi,11,1,83,1014
19/11/2015,29.6,24.1,25.9,3.5,3.5,9,Hanoi,Hanoi,11,1,82,1015
20/11/2015,27.5,22.7,24.2,15.7,15.7,7.2,Hanoi,Hanoi,11,1,80,1015
21/11/2015,26.3,21.5,23.4,1.8,1.8,7.8,Hanoi,Hanoi,11,1,80,1016
22/11/2015,27,21.5,23.8,1.6,1.6,6.5,Hanoi,Hanoi,11,1,80,1016
23/11/2015,27.4,22.3,24.2,0.9,0.9,8.1,Hanoi,Hanoi,11,1,79,1016
24/11/2015,28,22.3,24.4,1.4,1.4,14,Hanoi,Hanoi,11,1,79,1015
25/11/2015,23.1,15.1,19.3,8.5,8.5,25.6,Hanoi,Hanoi,11,1,79,1018
26/11/2015,17.2,14.4,15.9,2.1,2.1,12.6,Hanoi,Hanoi,11,1,64,1022
27/11/2015,19.9,16.6,17.9,0,0,8,Hanoi,Hanoi,11,1,59,1020
28/11/2015,20.1,17.7,18.7,0.2,0.2,6.5,Hanoi,Hanoi,11,1,69,1020
29/11/2015,21.4,18.6,19.9,0,0,11,Hanoi,Hanoi,11,1,79,1021
30/11/2015,22.9,18.8,20.5,0,0,8.5,Hanoi,Hanoi,11,1,79,1018
1/12/2015,28,20.9,23.7,0.4,0.4,14,Hanoi,Hanoi,12,1,83,1014
2/12/2015,28.3,19.4,24.1,1,1,18.6,Hanoi,Hanoi,12,1,82,1015
3/12/2015,19.6,18.3,19.1,0.3,0.3,9.6,Hanoi,Hanoi,12,1,78,1019
4/12/2015,18.1,14.6,16.1,12.6,12.6,10.9,Hanoi,Hanoi,12,1,82,1019
5/12/2015,16.3,13,15,12.8,12.8,10.9,Hanoi,Hanoi,12,1,88,1020
6/12/2015,20,12.8,16,0,0,13.8,Hanoi,Hanoi,12,1,70,1023
7/12/2015,19.5,10.5,15.1,0,0,8.1,Hanoi,Hanoi,12,1,67,1023
8/12/2015,18.1,12.9,15.7,2.5,2.5,8.4,Hanoi,Hanoi,12,1,64,1022
9/12/2015,20.8,14.7,17.3,0.8,0.8,8.9,Hanoi,Hanoi,12,1,72,1018
10/12/2015,20.4,15.6,17.8,0,0,7.9,Hanoi,Hanoi,12,1,72,1016
11/12/2015,19.7,17.5,18.5,1.3,1.3,7.6,Hanoi,Hanoi,12,1,81,1015
12/12/2015,24.7,17.8,20.4,1.5,1.5,7.9,Hanoi,Hanoi,12,1,87,1012
13/12/2015,26.3,18,21.9,0,0,12.5,Hanoi,Hanoi,12,1,86,1013
14/12/2015,19.1,16.8,17.8,1.4,1.4,14.3,Hanoi,Hanoi,12,1,78,1016
15/12/2015,16.7,14.3,15.3,2.5,2.5,13.4,Hanoi,Hanoi,12,1,74,1020
16/12/2015,14.1,12.8,13.6,0.2,0.2,17,Hanoi,Hanoi,12,1,66,1025
17/12/2015,14.9,12.5,13.6,0,0,13.8,Hanoi,Hanoi,12,1,57,1027
18/12/2015,16.4,10.3,14.2,0,0,7.4,Hanoi,Hanoi,12,1,68,1025
19/12/2015,19,13.6,16,0,0,8.3,Hanoi,Hanoi,12,1,64,1021
20/12/2015,21.3,14,17.3,0,0,7.1,Hanoi,Hanoi,12,1,68,1020
21/12/2015,22.7,13.4,18,0,0,7.1,Hanoi,Hanoi,12,1,71,1020
22/12/2015,24.1,17.7,20.2,0.4,0.4,9.2,Hanoi,Hanoi,12,1,79,1019
23/12/2015,26.1,16.5,21.1,0,0,10.5,Hanoi,Hanoi,12,1,85,1015
24/12/2015,26,18.8,22.1,0.4,0.4,17.6,Hanoi,Hanoi,12,1,86,1015
25/12/2015,18.2,14.9,15.9,4.1,4.1,14.6,Hanoi,Hanoi,12,1,68,1021
26/12/2015,16.1,13.8,14.6,2.6,2.6,8.4,Hanoi,Hanoi,12,1,83,1021
27/12/2015,18.7,13.6,15.8,0,0,9.4,Hanoi,Hanoi,12,1,73,1023
28/12/2015,18,15,16.6,0.6,0.6,6.6,Hanoi,Hanoi,12,1,72,1025
29/12/2015,16.3,13.5,15.2,5.6,5.6,11,Hanoi,Hanoi,12,1,73,1019
30/12/2015,14.9,13.2,13.9,3.8,3.8,10.1,Hanoi,Hanoi,12,1,76,1025
31/12/2015,16.3,13.8,15,0,0,9.4,Hanoi,Hanoi,12,1,67,1027
1/01/2016,20,14.3,17,0,0,6.1,Hanoi,Hanoi,1,1,69,1025
2/01/2016,22,15.6,18.7,0,0,6.9,Hanoi,Hanoi,1,1,75,1022
3/01/2016,23.9,14.5,19,0,0,10.5,Hanoi,Hanoi,1,1,78,1018
4/01/2016,23.9,15.1,19,0,0,6.8,Hanoi,Hanoi,1,1,78,1017
5/01/2016,25.9,17.8,21.2,0.1,0.1,7.6,Hanoi,Hanoi,1,1,71,1015
6/01/2016,24.5,16.7,20.1,0.3,0.3,13.1,Hanoi,Hanoi,1,1,85,1017
7/01/2016,23.5,18.5,20.4,1.7,1.7,11.6,Hanoi,Hanoi,1,1,76,1018
8/01/2016,21,19.2,19.7,4.2,4.2,15.4,Hanoi,Hanoi,1,1,81,1018
9/01/2016,24.7,19,20.9,4.9,4.9,14,Hanoi,Hanoi,1,1,81,1015
10/01/2016,26.1,19,22,8.3,8.3,9.2,Hanoi,Hanoi,1,1,80,1013
11/01/2016,20.8,16.1,18.7,0.5,0.5,16.9,Hanoi,Hanoi,1,1,77,1016
12/01/2016,18.3,15.1,16.7,0,0,7.3,Hanoi,Hanoi,1,1,75,1018
13/01/2016,18.8,15.9,17.2,1.6,1.6,6.6,Hanoi,Hanoi,1,1,80,1018
14/01/2016,17.3,15.7,16.4,6.6,6.6,7.9,Hanoi,Hanoi,1,1,86,1016
15/01/2016,16.2,14.2,15.2,3.5,3.5,11.5,Hanoi,Hanoi,1,1,80,1013
16/01/2016,20,14.3,17.1,0.5,0.5,7.1,Hanoi,Hanoi,1,1,81,1011
17/01/2016,22.6,15.9,19.1,0,0,15.2,Hanoi,Hanoi,1,1,73,1012
18/01/2016,19.5,14.5,16.6,0,0,9.9,Hanoi,Hanoi,1,1,61,1016
19/01/2016,18.7,15.1,17,0,0,7.1,Hanoi,Hanoi,1,1,66,1018
20/01/2016,20.6,16.5,18.4,0,0,7.4,Hanoi,Hanoi,1,1,74,1017
21/01/2016,22.6,17.7,19.6,0.8,0.8,9.7,Hanoi,Hanoi,1,1,82,1016
22/01/2016,17.9,12,15.9,2,2,14.8,Hanoi,Hanoi,1,1,70,1017
23/01/2016,11.4,7.4,8.7,2.1,2.1,18.8,Hanoi,Hanoi,1,1,65,1028
24/01/2016,7.6,4.5,6.2,1.7,1.7,17.8,Hanoi,Hanoi,1,1,72,1037
25/01/2016,12,7.2,9.2,0.3,0.3,11.1,Hanoi,Hanoi,1,1,51,1033
26/01/2016,9.1,7.1,7.7,19.6,19.6,9.4,Hanoi,Hanoi,1,1,83,1028
27/01/2016,15,7,10.5,11.8,11.8,6.1,Hanoi,Hanoi,1,1,83,1022
28/01/2016,16.9,10.8,13.3,5.4,5.4,7.6,Hanoi,Hanoi,1,1,89,1017
29/01/2016,19.7,11.4,16,0.5,0.5,6.9,Hanoi,Hanoi,1,1,83,1017
30/01/2016,16.7,14.6,15.6,0.9,0.9,7.1,Hanoi,Hanoi,1,1,76,1019
31/01/2016,18.2,13.6,15.6,5.1,5.1,14.7,Hanoi,Hanoi,1,1,81,1017
1/02/2016,13.2,10.6,11.7,2.4,2.4,15.5,Hanoi,Hanoi,2,1,70,1023
2/02/2016,12.8,10.5,11.3,0,0,12.3,Hanoi,Hanoi,2,1,60,1025
3/02/2016,14.6,8.3,11.5,0,0,7.2,Hanoi,Hanoi,2,1,65,1022
4/02/2016,15.1,11.9,13.1,0,0,12.3,Hanoi,Hanoi,2,1,65,1023
5/02/2016,16.8,12,14,0,0,11.2,Hanoi,Hanoi,2,1,60,1023
6/02/2016,18.7,10.8,14.6,0,0,17.2,Hanoi,Hanoi,2,1,47,1028
7/02/2016,19.8,7.5,13.7,0,0,10,Hanoi,Hanoi,2,1,40,1028
8/02/2016,20.4,6.8,14,0,0,10,Hanoi,Hanoi,2,1,43,1023
9/02/2016,21.8,7.2,14.4,0,0,14,Hanoi,Hanoi,2,1,58,1019
10/02/2016,24.1,12,17,0,0,14.6,Hanoi,Hanoi,2,1,74,1014
11/02/2016,25.9,15.2,19,0,0,10.7,Hanoi,Hanoi,2,1,69,1010
12/02/2016,29.8,14.5,21.3,0,0,12.6,Hanoi,Hanoi,2,1,56,1009
13/02/2016,32.2,14.6,23.5,0,0,12.2,Hanoi,Hanoi,2,1,44,1009
14/02/2016,27.8,14.8,20.9,0,0,21,Hanoi,Hanoi,2,1,51,1013
15/02/2016,14.5,12.1,13.4,0,0,18.7,Hanoi,Hanoi,2,1,47,1024
16/02/2016,14.5,10.9,12.5,0,0,9.2,Hanoi,Hanoi,2,1,47,1025
17/02/2016,15.9,11,13.4,0,0,5.7,Hanoi,Hanoi,2,1,54,1023
18/02/2016,17.6,11.9,14.8,0,0,6.5,Hanoi,Hanoi,2,1,47,1021
19/02/2016,16.4,13.1,14.9,0.2,0.2,9.7,Hanoi,Hanoi,2,1,58,1020
20/02/2016,18.9,15,16.5,0.4,0.4,9,Hanoi,Hanoi,2,1,44,1025
21/02/2016,22.5,13.3,17.7,0,0,14.2,Hanoi,Hanoi,2,1,53,1019
22/02/2016,21.3,14.8,18.3,0.2,0.2,11.3,Hanoi,Hanoi,2,1,76,1018
23/02/2016,17.4,13.6,15.6,2,2,11.3,Hanoi,Hanoi,2,1,60,1022
24/02/2016,14,12.3,13.1,0.8,0.8,14.3,Hanoi,Hanoi,2,1,56,1029
25/02/2016,14.4,12.2,13.3,0,0,12.3,Hanoi,Hanoi,2,1,48,1029
26/02/2016,15.2,10.2,13.1,0,0,14,Hanoi,Hanoi,2,1,53,1029
27/02/2016,20.8,9.3,14.8,0,0,8.2,Hanoi,Hanoi,2,1,48,1025
28/02/2016,22.5,12.9,16.9,0.2,0.2,8,Hanoi,Hanoi,2,1,45,1024
29/02/2016,25.1,9.7,17.5,0,0,9.1,Hanoi,Hanoi,2,1,,
1/03/2016,24.7,12,17.7,0,0,15.6,Hanoi,Hanoi,3,1,39,1022
2/03/2016,23.8,13,18,0,0,12.9,Hanoi,Hanoi,3,1,67,1020
3/03/2016,24.2,16.1,19.8,0,0,13.2,Hanoi,Hanoi,3,1,77,1018
4/03/2016,23.7,17,20.1,0.7,0.7,15.1,Hanoi,Hanoi,3,1,78,1015
5/03/2016,22.8,18.7,20.5,0.3,0.3,9.5,Hanoi,Hanoi,3,1,79,1015
6/03/2016,24.7,19,21.3,0.3,0.3,12.8,Hanoi,Hanoi,3,1,75,1015
7/03/2016,26,18.7,21.9,0,0,17.6,Hanoi,Hanoi,3,1,77,1011
8/03/2016,29.5,20.6,24,0.1,0.1,10.5,Hanoi,Hanoi,3,1,77,1008
9/03/2016,30.6,20.9,24.5,0,0,12.1,Hanoi,Hanoi,3,1,79,1008
10/03/2016,22.3,14.2,17.4,2.9,2.9,18.9,Hanoi,Hanoi,3,1,59,1017
11/03/2016,17.2,13,15.1,0.6,0.6,11.9,Hanoi,Hanoi,3,1,42,1021
12/03/2016,18.9,13.9,16.2,0,0,10.4,Hanoi,Hanoi,3,1,63,1015
13/03/2016,21.2,16.1,18.3,0,0,12.5,Hanoi,Hanoi,3,1,62,1014
14/03/2016,22.4,15.8,18.7,0,0,13.4,Hanoi,Hanoi,3,1,43,1017
15/03/2016,22.9,14.6,18.8,0,0,11.5,Hanoi,Hanoi,3,1,61,1013
16/03/2016,24.2,17.5,20.6,0,0,10.7,Hanoi,Hanoi,3,1,75,1011
17/03/2016,25.4,19.7,22.1,0.5,0.5,9.5,Hanoi,Hanoi,3,1,75,1010
18/03/2016,29,20.7,23.9,0.1,0.1,11,Hanoi,Hanoi,3,1,77,1008
19/03/2016,27.3,21.4,23.7,0.4,0.4,13.2,Hanoi,Hanoi,3,1,78,1010
20/03/2016,28.6,21.6,24.2,0,0,13.9,Hanoi,Hanoi,3,1,77,1009
21/03/2016,28.1,21.8,24.1,0.3,0.3,15.9,Hanoi,Hanoi,3,1,79,1008
22/03/2016,27.3,21.9,24,0.9,0.9,11.2,Hanoi,Hanoi,3,1,82,1008
23/03/2016,27.4,20.3,23.5,17.1,17.1,15.8,Hanoi,Hanoi,3,1,78,1011
24/03/2016,19.6,16.1,17.6,8.8,8.8,15.3,Hanoi,Hanoi,3,1,74,1021
25/03/2016,21.6,14.9,17.6,1.6,1.6,12,Hanoi,Hanoi,3,1,64,1024
26/03/2016,21.6,13.3,17.7,0.1,0.1,10.4,Hanoi,Hanoi,3,1,63,1023
27/03/2016,20.3,16.2,18,0,0,7.1,Hanoi,Hanoi,3,1,55,1024
28/03/2016,23,16,19,0,0,12.9,Hanoi,Hanoi,3,1,63,1021
29/03/2016,23.6,17.6,20.1,0.1,0.1,13.5,Hanoi,Hanoi,3,1,77,1019
30/03/2016,24.6,18.1,21.3,0.2,0.2,11.6,Hanoi,Hanoi,3,1,79,1017
31/03/2016,24.1,19.3,21.5,0,0,13.6,Hanoi,Hanoi,3,1,81,1015
1/04/2016,26.2,20.2,22.8,0.7,0.7,12,Hanoi,Hanoi,4,1,85,1011
2/04/2016,26.9,21.7,23.9,0,0,15,Hanoi,Hanoi,4,1,85,1012
3/04/2016,29.5,21.6,24.9,0,0,14.8,Hanoi,Hanoi,4,1,83,1011
4/04/2016,30.2,22.2,25.2,0,0,13.8,Hanoi,Hanoi,4,1,83,1009
5/04/2016,31.6,22.8,26.4,0,0,13.7,Hanoi,Hanoi,4,1,79,1008
6/04/2016,31.9,22.9,26.4,0,0,14.7,Hanoi,Hanoi,4,1,80,1008
7/04/2016,31.2,22.9,26.3,0,0,12.2,Hanoi,Hanoi,4,1,81,1009
8/04/2016,29.3,23.1,25.6,0.2,0.2,16.1,Hanoi,Hanoi,4,1,84,1011
9/04/2016,29.7,23.5,25.7,0,0,16.8,Hanoi,Hanoi,4,1,80,1009
10/04/2016,33,23.3,27.3,1.8,1.8,11.4,Hanoi,Hanoi,4,1,77,1005
11/04/2016,28.7,24,25.7,2.6,2.6,12,Hanoi,Hanoi,4,1,78,1007
12/04/2016,31.5,22.6,26.3,0,0,12.8,Hanoi,Hanoi,4,1,73,1005
13/04/2016,32.1,23.1,27.3,0,0,12,Hanoi,Hanoi,4,1,76,1010
14/04/2016,32.7,23.2,27.8,0,0,11.3,Hanoi,Hanoi,4,1,80,1011
15/04/2016,34.5,23.5,28.9,0,0,10.9,Hanoi,Hanoi,4,1,80,1010
16/04/2016,34.8,23.7,29.1,0,0,11.2,Hanoi,Hanoi,4,1,79,1010
17/04/2016,34.1,20.6,28.2,17.2,17.2,28.3,Hanoi,Hanoi,4,1,78,1009
18/04/2016,26.4,20.2,23.3,11.3,11.3,12.9,Hanoi,Hanoi,4,1,75,1008
19/04/2016,27.8,20.1,23.9,0,0,14.2,Hanoi,Hanoi,4,1,72,1007
20/04/2016,30,22.5,25.6,4.5,4.5,18.7,Hanoi,Hanoi,4,1,72,1007
21/04/2016,29,22.9,25.1,3.5,3.5,14.9,Hanoi,Hanoi,4,1,78,1010
22/04/2016,31.4,23.2,26,0.2,0.2,16.6,Hanoi,Hanoi,4,1,83,1008
23/04/2016,31.7,23.5,26.9,0.3,0.3,13.9,Hanoi,Hanoi,4,1,71,1005
24/04/2016,30.7,23.2,26.5,0.3,0.3,10.8,Hanoi,Hanoi,4,1,79,1006
25/04/2016,33,24,27.6,0,0,14.3,Hanoi,Hanoi,4,1,76,1007
26/04/2016,34.3,23.7,28.7,0,0,11.3,Hanoi,Hanoi,4,1,63,1006
27/04/2016,28.5,25.6,26.6,0.9,0.9,15.1,Hanoi,Hanoi,4,1,80,1008
28/04/2016,29.7,24.8,26.8,0.5,0.5,11.6,Hanoi,Hanoi,4,1,70,1010
29/04/2016,29.4,24.4,26.2,1.9,1.9,10.7,Hanoi,Hanoi,4,1,73,1011
30/04/2016,31.2,24.4,27.1,0.8,0.8,16.2,Hanoi,Hanoi,4,1,78,1008
1/05/2016,32.6,23.2,27.7,0,0,12.8,Hanoi,Hanoi,5,1,73,1006
2/05/2016,34.3,23.9,29,0,0,11.5,Hanoi,Hanoi,5,1,66,1006
3/05/2016,33.5,25.1,28.5,5.7,5.7,13.9,Hanoi,Hanoi,5,1,75,1008
4/05/2016,33.7,25.9,29.1,0.4,0.4,13.3,Hanoi,Hanoi,5,1,66,1007
5/05/2016,35.6,25.7,30.2,0,0,17.1,Hanoi,Hanoi,5,1,58,1006
6/05/2016,36.4,25.6,30.6,0.2,0.2,15.6,Hanoi,Hanoi,5,1,58,1005
7/05/2016,36.4,26.7,31.1,0,0,17,Hanoi,Hanoi,5,1,59,1005
8/05/2016,35.6,27,30.5,0,0,17.1,Hanoi,Hanoi,5,1,70,1007
9/05/2016,36,26.8,31,0,0,14,Hanoi,Hanoi,5,1,73,1006
10/05/2016,31,25.7,27.9,1,1,23.2,Hanoi,Hanoi,5,1,68,1008
11/05/2016,32,24.8,28.2,0,0,14.7,Hanoi,Hanoi,5,1,65,1008
12/05/2016,32.7,25.5,28.8,0.2,0.2,13.6,Hanoi,Hanoi,5,1,76,1006
13/05/2016,29.8,25.8,27.1,30.3,30.3,14.8,Hanoi,Hanoi,5,1,87,1009
14/05/2016,31.2,25.7,27.8,0.4,0.4,18.4,Hanoi,Hanoi,5,1,80,1011
15/05/2016,30,24.6,26.1,13.9,13.9,26.7,Hanoi,Hanoi,5,1,78,1013
16/05/2016,27.9,21.5,24.8,0,0,12.3,Hanoi,Hanoi,5,1,53,1013
17/05/2016,30.1,20.3,24.9,0,0,16.1,Hanoi,Hanoi,5,1,61,1010
18/05/2016,32.3,22.9,27.3,0,0,13.8,Hanoi,Hanoi,5,1,69,1008
19/05/2016,33.8,25.5,29.3,0.1,0.1,11.2,Hanoi,Hanoi,5,1,72,1006
20/05/2016,30.4,26.6,28.4,1.5,1.5,12.2,Hanoi,Hanoi,5,1,73,1005
21/05/2016,31.4,24.3,27.2,19.9,19.9,10,Hanoi,Hanoi,5,1,77,1005
22/05/2016,28,24.8,26.3,2.9,2.9,9.7,Hanoi,Hanoi,5,1,72,1008
23/05/2016,29.3,24.7,26.9,2,2,10.4,Hanoi,Hanoi,5,1,73,1008
24/05/2016,29,23.5,25.3,44.6,44.6,14.5,Hanoi,Hanoi,5,1,85,1007
25/05/2016,28.5,23.1,25.3,19.2,19.2,8,Hanoi,Hanoi,5,1,85,1004
26/05/2016,30.8,25.1,27.2,25.6,25.6,9.4,Hanoi,Hanoi,5,1,78,1004
27/05/2016,32.4,25.4,28.2,15.3,15.3,9.7,Hanoi,Hanoi,5,1,73,1004
28/05/2016,33.7,26.2,29.6,3.7,3.7,13.2,Hanoi,Hanoi,5,1,89,1004
29/05/2016,32.7,26.5,29,18.4,18.4,10.9,Hanoi,Hanoi,5,1,73,1004
30/05/2016,32,26.1,28.3,14,14,9.7,Hanoi,Hanoi,5,1,79,1006
31/05/2016,33.9,26.3,29.9,0,0,13.6,Hanoi,Hanoi,5,1,67,1006
1/06/2016,35.5,26.6,31.1,0,0,14.6,Hanoi,Hanoi,6,1,71,1005
2/06/2016,36.3,26.9,31.7,0,0,13.2,Hanoi,Hanoi,6,1,57,1004
3/06/2016,36.1,27.6,31.8,0,0,12.1,Hanoi,Hanoi,6,1,53,1004
4/06/2016,33.3,27.8,29.6,5,5,10.3,Hanoi,Hanoi,6,1,59,1005
5/06/2016,33.7,26,29.3,1.3,1.3,9.4,Hanoi,Hanoi,6,1,64,1006
6/06/2016,32.6,25.7,28.6,1.6,1.6,11,Hanoi,Hanoi,6,1,66,1007
7/06/2016,32.8,25.9,28.2,28.5,28.5,10.2,Hanoi,Hanoi,6,1,70,1005
8/06/2016,31.4,25.1,27.3,15.2,15.2,10,Hanoi,Hanoi,6,1,73,1004
9/06/2016,31.4,25.8,27.6,11.8,11.8,12.2,Hanoi,Hanoi,6,1,68,1004
10/06/2016,31.8,24.9,28,12.3,12.3,11.9,Hanoi,Hanoi,6,1,70,1004
11/06/2016,35.5,26.3,30.1,0.3,0.3,9.3,Hanoi,Hanoi,6,1,58,1003
12/06/2016,35.9,27.3,31.1,0.9,0.9,8.7,Hanoi,Hanoi,6,1,56,1002
13/06/2016,35.9,27.1,31.4,0,0,10.7,Hanoi,Hanoi,6,1,53,1002
14/06/2016,36.1,27.9,32,0,0,13,Hanoi,Hanoi,6,1,50,1000
15/06/2016,36.5,28.6,32.3,0,0,13.8,Hanoi,Hanoi,6,1,50,1001
16/06/2016,31.2,26.2,28.2,2.4,2.4,18.2,Hanoi,Hanoi,6,1,65,1003
17/06/2016,32.6,24.7,28.5,0,0,13.9,Hanoi,Hanoi,6,1,63,1006
18/06/2016,34.8,27.1,30.6,0.3,0.3,15.4,Hanoi,Hanoi,6,1,60,1006
19/06/2016,34.8,27.1,30.7,0.1,0.1,16.1,Hanoi,Hanoi,6,1,61,1006
20/06/2016,35,28.1,30.6,5.7,5.7,15.5,Hanoi,Hanoi,6,1,66,1005
21/06/2016,34,27.7,30.4,1.3,1.3,15.3,Hanoi,Hanoi,6,1,67,1006
22/06/2016,33.4,26.5,29.4,2.5,2.5,13,Hanoi,Hanoi,6,1,71,1007
23/06/2016,32.8,26.3,29.4,0.2,0.2,14.1,Hanoi,Hanoi,6,1,69,1006
24/06/2016,32.9,26.3,29.3,1.8,1.8,12.5,Hanoi,Hanoi,6,1,68,1006
25/06/2016,33.3,26.3,29.1,5.7,5.7,12.5,Hanoi,Hanoi,6,1,69,1007
26/06/2016,33.3,25.8,29,1.1,1.1,11,Hanoi,Hanoi,6,1,66,1007
27/06/2016,32.9,25.8,28.4,2.5,2.5,11.5,Hanoi,Hanoi,6,1,69,1006
